row_id,positive,sample_n
58167,58,60
58168,56,56
58169,53,56
58170,58,59
58171,44,46
58172,42,44
58173,38,40
58174,47,49
58175,61,62
58176,71,72
58177,41,42
58178,61,61
58179,70,71
58180,72,73
58181,79,82
58182,73,74
58183,70,77
58184,62,65
58185,76,80
58186,41,44
58187,9,10
58188,71,79
58189,57,63
58190,73,75
58191,66,67
58192,76,79
58193,61,62
58194,63,64
58195,57,58
58196,61,62
58197,76,78
58198,15,19
58199,11,12
58200,96,99
58201,92,92
58202,84,85
58203,74,76
58204,82,84
58205,55,56
58206,53,56
58207,55,61
58208,42,44
58209,62,63
58210,138,144
58211,140,144
58212,139,144
58213,143,144
58214,143,144
58215,142,144
58216,142,143
58217,122,124
58218,161,163
58219,215,220
58220,29,48
58221,24,113
58222,15,29
58223,23,29
58224,11,16
58225,17,23
58226,27,29
58227,19,31
58228,15,20
58229,57,66
58230,31,67
58231,6,51
58232,56,58
58233,66,66
58234,91,93
58235,78,80
58236,67,71
58237,70,71
58238,71,72
58239,70,71
58240,93,96
58241,93,95
58242,15,22
58243,20,23
58244,16,17
58245,19,20
58246,22,23
58247,12,20
58248,28,33
58249,31,31
58250,31,33
58251,20,22
58252,16,20
58253,8,10
58254,61,63
58255,75,91
58256,86,91
58257,81,83
58258,77,81
58259,70,73
58260,76,78
58261,62,66
58262,69,70
58263,59,60
58264,7,11
58265,20,21
58266,48,49
58267,45,46
58268,43,43
58269,40,42
58270,37,39
58271,38,40
58272,33,38
58273,27,28
58274,29,31
58275,26,28
58276,33,45
58277,43,49
58278,41,45
58279,37,40
58280,32,38
58281,36,43
58282,31,34
58283,33,35
58284,26,27
58285,82,83
58286,88,91
58287,85,86
58288,78,80
58289,68,69
58290,69,70
58291,60,61
58292,46,48
58293,41,43
58294,41,43
58295,87,90
58296,92,94
58297,85,86
58298,79,81
58299,90,92
58300,70,73
58301,81,84
58302,93,97
58303,113,116
58304,109,111
58305,61,63
58306,58,60
58307,51,51
58308,60,61
58309,63,64
58310,72,74
58311,67,68
58312,64,68
58313,69,70
58314,65,67
58315,45,49
58316,39,42
58317,37,41
58318,34,36
58319,29,31
58320,29,31
58321,27,29
58322,23,24
58323,23,25
58324,28,30
58325,22,22
58326,21,22
58327,20,21
58328,19,21
58329,19,22
58330,20,21
58331,20,21
58332,43,47
58333,44,46
58334,48,51
58335,48,51
58336,59,60
58337,51,54
58338,57,62
58339,41,43
58340,62,63
58341,61,62
58342,68,98
58343,79,89
58344,84,94
58345,90,92
58346,71,79
58347,97,100
58348,86,89
58349,77,89
58350,75,79
58351,107,109
58352,29,31
58353,29,31
58354,31,32
58355,29,31
58356,32,34
58357,35,37
58358,21,24
58359,22,23
58360,21,22
58361,39,41
58362,28,42
58363,30,48
58364,38,51
58365,32,44
58366,39,45
58367,32,40
58368,20,28
58369,23,24
58370,30,33
58371,16,16
58372,11,13
58373,13,13
58374,24,25
58375,25,27
58376,21,23
58377,28,30
58378,97,109
58379,65,70
58380,87,89
58381,79,81
58382,21,22
58383,65,66
58384,23,24
58385,40,42
58386,20,22
58387,92,96
58388,81,83
58389,79,81
58390,23,24
58391,71,72
58392,33,35
58393,13,19
58394,18,21
58395,40,43
58396,36,39
58397,43,47
58398,39,41
58399,36,38
58400,45,47
58401,18,79
58402,37,108
58403,103,105
58404,94,99
58405,90,94
58406,88,90
58407,88,90
58408,78,84
58409,69,72
58410,61,67
58411,71,77
58412,109,114
58413,81,94
58414,118,120
58415,117,119
58416,108,115
58417,93,95
58418,94,96
58419,87,91
58420,75,77
58421,70,71
58422,9,10
58423,89,94
58424,80,80
58425,98,98
58426,80,82
58427,79,81
58428,87,89
58429,66,67
58430,33,35
58431,52,53
58432,78,80
58433,38,44
58434,36,38
58435,47,47
58436,46,48
58437,28,29
58438,35,37
58439,36,38
58440,32,34
58441,29,31
58442,44,46
58443,84,84
58444,79,81
58445,78,80
58446,87,89
58447,80,82
58448,66,67
58449,68,69
58450,71,72
58451,63,64
58452,58,61
58453,109,114
58454,101,102
58455,109,109
58456,138,139
58457,130,131
58458,122,123
58459,85,87
58460,89,96
58461,116,117
58462,132,135
58463,80,89
58464,61,61
58465,83,84
58466,62,64
58467,65,66
58468,68,69
58469,55,56
58470,32,37
58471,51,52
58472,68,69
58473,93,94
58474,95,99
58475,105,105
58476,103,104
58477,110,111
58478,88,90
58479,85,87
58480,50,52
58481,68,69
58482,75,77
58483,74,78
58484,78,80
58485,55,57
58486,55,56
58487,42,44
58488,71,72
58489,49,50
58490,47,49
58491,42,44
58492,66,67
58493,18,20
58494,18,20
58495,14,14
58496,19,20
58497,19,20
58498,16,21
58499,20,20
58500,20,22
58501,20,20
58502,20,21
58503,22,23
58504,21,22
58505,53,54
58506,53,54
58507,51,56
58508,74,93
58509,78,80
58510,59,60
58511,67,68
58512,38,40
58513,53,54
58514,56,57
58515,27,36
58516,31,35
58517,31,33
58518,40,42
58519,34,36
58520,46,49
58521,33,35
58522,35,37
58523,37,39
58524,45,47
58525,18,41
58526,14,42
58527,20,44
58528,25,44
58529,24,44
58530,24,44
58531,34,44
58532,33,43
58533,35,38
58534,33,35
58535,50,50
58536,72,74
58537,111,121
58538,124,125
58539,71,74
58540,129,132
58541,110,111
58542,116,117
58543,119,120
58544,66,66
58545,65,66
58546,62,62
58547,57,58
58548,53,54
58549,55,57
58550,59,60
58551,30,32
58552,49,50
58553,46,49
58554,57,58
58555,92,95
58556,84,86
58557,83,85
58558,81,83
58559,85,87
58560,76,78
58561,64,65
58562,67,68
58563,79,81
58564,67,68
58565,61,62
58566,88,92
58567,91,94
58568,102,105
58569,111,112
58570,82,84
58571,102,103
58572,84,87
58573,81,83
58574,93,95
58575,58,68
58576,68,85
58577,80,80
58578,83,85
58579,76,78
58580,81,83
58581,76,78
58582,56,61
58583,68,69
58584,71,72
58585,39,52
58586,40,50
58587,30,37
58588,50,51
58589,40,42
58590,38,44
58591,42,45
58592,30,35
58593,44,52
58594,62,66
58595,267,284
58596,268,271
58597,278,286
58598,200,205
58599,243,247
58600,189,198
58601,205,207
58602,176,183
58603,155,160
58604,233,237
58605,67,68
58606,57,57
58607,64,66
58608,34,36
58609,50,51
58610,59,63
58611,50,53
58612,45,47
58613,53,56
58614,49,52
58615,30,32
58616,43,46
58617,16,29
58618,39,41
58619,39,41
58620,64,67
58621,63,69
58622,53,62
58623,56,64
58624,60,61
58625,59,66
58626,49,53
58627,80,85
58628,50,52
58629,63,64
58630,69,75
58631,66,68
58632,55,58
58633,58,59
58634,66,67
58635,59,66
58636,63,69
58637,63,65
58638,61,62
58639,65,71
58640,69,75
58641,78,80
58642,60,64
58643,58,60
58644,66,67
58645,82,83
58646,84,84
58647,77,77
58648,72,73
58649,70,71
58650,51,52
58651,42,44
58652,45,49
58653,46,48
58654,95,97
58655,51,53
58656,53,54
58657,59,61
58658,84,90
58659,71,72
58660,57,58
58661,62,63
58662,47,49
58663,62,63
58664,66,67
58665,10,16
58666,11,13
58667,15,18
58668,87,89
58669,93,96
58670,95,96
58671,123,124
58672,84,86
58673,91,93
58674,89,91
58675,72,75
58676,86,88
58677,70,71
58678,56,58
58679,61,65
58680,64,65
58681,68,69
58682,47,49
58683,43,45
58684,44,46
58685,45,47
58686,45,47
58687,37,39
58688,57,71
58689,53,66
58690,56,65
58691,60,68
58692,77,79
58693,61,69
58694,80,88
58695,71,72
58696,70,72
58697,80,82
58698,37,39
58699,31,34
58700,39,39
58701,63,69
58702,79,81
58703,64,68
58704,75,77
58705,56,57
58706,42,44
58707,49,50
58708,60,63
58709,75,75
58710,66,68
58711,66,67
58712,58,60
58713,63,65
58714,67,68
58715,57,58
58716,60,61
58717,56,57
58718,6,10
58719,3,12
58720,7,12
58721,42,48
58722,41,46
58723,57,66
58724,68,69
58725,62,66
58726,52,58
58727,57,60
58728,44,46
58729,61,62
58730,62,63
58731,12,22
58732,15,30
58733,8,20
58734,11,21
58735,14,25
58736,17,24
58737,10,20
58738,41,46
58739,56,59
58740,43,47
58741,66,69
58742,61,62
58743,73,74
58744,87,93
58745,89,92
58746,100,101
58747,106,116
58748,11,18
58749,15,15
58750,18,18
58751,17,17
58752,19,21
58753,60,63
58754,61,65
58755,66,67
58756,60,61
58757,65,66
58758,57,58
58759,61,65
58760,60,61
58761,58,61
58762,47,49
58763,65,77
58764,77,78
58765,88,89
58766,81,83
58767,64,80
58768,71,76
58769,61,67
58770,52,58
58771,61,67
58772,53,58
58773,5,13
58774,17,21
58775,19,24
58776,11,20
58777,26,37
58778,29,38
58779,31,36
58780,30,32
58781,41,43
58782,51,52
58783,46,48
58784,62,66
58785,56,57
58786,46,48
58787,15,16
58788,18,22
58789,26,28
58790,28,29
58791,29,31
58792,19,29
58793,13,22
58794,32,34
58795,32,41
58796,28,29
58797,31,34
58798,30,32
58799,34,40
58800,37,39
58801,19,20
58802,23,27
58803,80,80
58804,92,92
58805,80,80
58806,92,94
58807,84,86
58808,88,90
58809,83,85
58810,67,72
58811,69,70
58812,71,72
58813,120,121
58814,131,131
58815,133,133
58816,74,75
58817,97,99
58818,74,76
58819,94,96
58820,75,77
58821,86,88
58822,77,79
58823,47,48
58824,46,46
58825,47,47
58826,69,70
58827,69,69
58828,72,72
58829,89,91
58830,71,72
58831,69,70
58832,71,72
58833,71,72
58834,73,74
58835,78,80
58836,63,66
58837,58,63
58838,51,52
58839,80,82
58840,79,81
58841,79,81
58842,71,72
58843,53,54
58844,75,77
58845,70,71
58846,16,20
58847,17,20
58848,18,18
58849,37,44
58850,31,38
58851,37,39
58852,40,45
58853,51,54
58854,41,44
58855,39,44
58856,33,42
58857,39,42
58858,32,34
58859,105,115
58860,93,118
58861,110,119
58862,88,92
58863,76,89
58864,87,90
58865,67,74
58866,74,81
58867,81,83
58868,89,91
58869,83,83
58870,65,67
58871,64,66
58872,74,75
58873,71,72
58874,59,60
58875,63,64
58876,39,41
58877,39,42
58878,10,44
58879,10,44
58880,12,44
58881,23,45
58882,19,45
58883,23,44
58884,25,44
58885,31,44
58886,36,41
58887,41,43
58888,56,61
58889,61,65
58890,60,62
58891,52,53
58892,55,56
58893,59,60
58894,52,53
58895,65,66
58896,67,68
58897,68,69
58898,72,73
58899,72,72
58900,72,72
58901,90,92
58902,92,94
58903,77,79
58904,94,96
58905,87,89
58906,84,86
58907,102,103
58908,23,24
58909,25,25
58910,22,25
58911,21,22
58912,20,22
58913,22,25
58914,21,22
58915,25,27
58916,33,35
58917,23,23
58918,24,24
58919,20,22
58920,21,22
58921,23,24
58922,18,20
58923,20,24
58924,36,42
58925,18,21
58926,17,28
58927,17,20
58928,14,18
58929,26,27
58930,19,20
58931,53,55
58932,51,52
58933,79,82
58934,54,56
58935,103,104
58936,80,82
58937,80,82
58938,79,81
58939,74,75
58940,78,80
58941,5,12
58942,83,90
58943,98,105
58944,91,92
58945,100,102
58946,83,85
58947,83,85
58948,67,68
58949,59,60
58950,21,24
58951,18,21
58952,26,28
58953,18,22
58954,28,30
58955,24,25
58956,21,22
58957,30,31
58958,19,19
58959,22,22
58960,20,21
58961,19,20
58962,24,26
58963,18,19
58964,29,35
58965,33,35
58966,35,37
58967,28,30
58968,18,21
58969,23,25
58970,11,32
58971,19,19
58972,28,28
58973,21,23
58974,26,27
58975,27,28
58976,27,28
58977,23,24
58978,28,29
58979,23,24
58980,27,27
58981,26,26
58982,29,29
58983,23,24
58984,86,86
58985,84,87
58986,52,56
58987,61,62
58988,36,60
58989,75,85
58990,63,69
58991,40,58
58992,55,59
58993,85,87
58994,10,29
58995,26,45
58996,13,25
58997,21,30
58998,10,20
58999,11,21
59000,16,26
59001,25,30
59002,22,23
59003,16,41
59004,17,44
59005,17,45
59006,20,38
59007,20,43
59008,24,45
59009,29,55
59010,44,58
59011,32,38
59012,41,43
59013,93,95
59014,95,95
59015,89,90
59016,84,86
59017,90,92
59018,49,50
59019,67,69
59020,50,52
59021,75,77
59022,74,75
59023,55,56
59024,38,40
59025,49,50
59026,45,47
59027,41,43
59028,38,42
59029,38,40
59030,28,30
59031,45,47
59032,47,52
59033,20,23
59034,17,20
59035,27,29
59036,35,38
59037,30,34
59038,39,42
59039,40,42
59040,23,25
59041,26,27
59042,22,23
59043,28,32
59044,42,43
59045,49,51
59046,52,55
59047,63,67
59048,56,61
59049,46,48
59050,58,59
59051,54,55
59052,35,37
59053,42,48
59054,39,41
59055,38,39
59056,43,45
59057,48,51
59058,58,63
59059,40,46
59060,36,43
59061,52,54
59062,44,46
59063,11,26
59064,55,60
59065,10,15
59066,54,59
59067,10,15
59068,56,58
59069,51,53
59070,23,24
59071,39,41
59072,35,37
59073,34,36
59074,39,41
59075,46,48
59076,83,85
59077,25,26
59078,11,17
59079,33,38
59080,38,40
59081,37,39
59082,35,37
59083,35,37
59084,30,32
59085,59,63
59086,56,56
59087,58,64
59088,62,65
59089,60,61
59090,68,68
59091,62,63
59092,55,56
59093,49,50
59094,54,55
59095,44,46
59096,49,50
59097,45,47
59098,49,50
59099,32,34
59100,30,32
59101,45,47
59102,58,59
59103,54,55
59104,69,70
59105,23,44
59106,54,76
59107,58,65
59108,59,66
59109,55,60
59110,55,61
59111,50,51
59112,35,37
59113,43,45
59114,46,48
59115,29,31
59116,28,30
59117,22,24
59118,19,20
59119,1,20
59120,23,24
59121,38,40
59122,32,34
59123,42,53
59124,32,37
59125,41,51
59126,41,45
59127,37,47
59128,42,50
59129,37,50
59130,27,35
59131,28,34
59132,29,32
59133,158,168
59134,162,169
59135,164,171
59136,181,183
59137,171,173
59138,182,186
59139,180,182
59140,168,170
59141,154,156
59142,181,184
59143,72,75
59144,89,90
59145,103,104
59146,99,100
59147,100,101
59148,95,97
59149,96,98
59150,96,100
59151,91,93
59152,87,89
59153,77,77
59154,60,62
59155,72,72
59156,70,71
59157,68,69
59158,64,65
59159,76,78
59160,88,90
59161,95,98
59162,105,106
59163,71,71
59164,71,72
59165,71,72
59166,90,92
59167,84,86
59168,92,96
59169,74,75
59170,68,69
59171,74,77
59172,73,75
59173,125,126
59174,117,122
59175,111,112
59176,102,103
59177,121,122
59178,108,109
59179,105,110
59180,98,101
59181,97,106
59182,90,106
59183,69,73
59184,70,72
59185,66,72
59186,70,72
59187,91,96
59188,96,98
59189,92,94
59190,71,72
59191,72,73
59192,81,83
59193,38,44
59194,44,45
59195,42,46
59196,45,47
59197,40,42
59198,81,88
59199,71,72
59200,83,85
59201,58,59
59202,83,85
59203,79,81
59204,85,88
59205,90,91
59206,91,93
59207,92,94
59208,100,101
59209,90,92
59210,72,75
59211,94,97
59212,90,92
59213,52,60
59214,61,66
59215,68,76
59216,64,65
59217,64,70
59218,66,67
59219,68,72
59220,61,62
59221,95,97
59222,92,94
59223,23,29
59224,17,19
59225,24,28
59226,19,20
59227,21,22
59228,21,22
59229,20,21
59230,142,144
59231,123,124
59232,142,144
59233,120,121
59234,119,120
59235,117,118
59236,119,120
59237,135,136
59238,139,142
59239,148,150
59240,145,145
59241,138,139
59242,130,132
59243,130,131
59244,119,120
59245,126,127
59246,118,119
59247,94,97
59248,90,96
59249,95,99
59250,125,127
59251,82,91
59252,116,135
59253,160,162
59254,162,164
59255,133,136
59256,140,144
59257,133,136
59258,113,114
59259,125,131
59260,114,119
59261,90,94
59262,89,90
59263,90,92
59264,78,80
59265,93,95
59266,80,82
59267,68,70
59268,72,73
59269,80,82
59270,121,124
59271,111,112
59272,113,115
59273,107,108
59274,114,115
59275,94,96
59276,101,102
59277,85,87
59278,85,87
59279,93,95
59280,69,69
59281,94,96
59282,112,114
59283,78,80
59284,93,95
59285,114,115
59286,118,119
59287,101,104
59288,109,110
59289,113,114
59290,70,72
59291,46,48
59292,46,48
59293,46,48
59294,45,47
59295,38,40
59296,47,49
59297,51,52
59298,57,58
59299,70,71
59300,11,13
59301,13,15
59302,94,97
59303,80,81
59304,85,88
59305,75,77
59306,79,81
59307,65,66
59308,77,80
59309,81,83
59310,87,89
59311,69,76
59312,74,78
59313,87,89
59314,74,75
59315,75,77
59316,62,63
59317,68,70
59318,60,64
59319,66,70
59320,62,63
59321,63,66
59322,63,63
59323,64,67
59324,81,83
59325,83,85
59326,89,91
59327,89,91
59328,70,71
59329,84,86
59330,110,111
59331,59,67
59332,84,89
59333,92,94
59334,113,114
59335,105,106
59336,112,114
59337,103,104
59338,86,88
59339,89,91
59340,97,100
59341,77,172
59342,94,174
59343,92,148
59344,133,161
59345,91,169
59346,62,128
59347,44,88
59348,157,232
59349,36,70
59350,30,81
59351,17,27
59352,24,48
59353,18,40
59354,16,47
59355,130,143
59356,160,182
59357,143,157
59358,154,156
59359,146,147
59360,151,154
59361,134,138
59362,129,131
59363,112,122
59364,149,151
59365,117,121
59366,120,123
59367,116,120
59368,121,122
59369,118,119
59370,75,77
59371,90,92
59372,90,99
59373,85,87
59374,101,106
59375,98,104
59376,101,109
59377,113,116
59378,96,98
59379,89,91
59380,107,108
59381,72,73
59382,61,64
59383,68,71
59384,86,91
59385,95,96
59386,76,79
59387,116,119
59388,75,77
59389,78,80
59390,65,66
59391,85,87
59392,57,66
59393,76,79
59394,91,93
59395,78,90
59396,59,66
59397,102,112
59398,116,118
59399,127,128
59400,123,124
59401,127,128
59402,110,111
59403,104,105
59404,31,33
59405,22,24
59406,145,152
59407,132,134
59408,134,136
59409,142,143
59410,126,127
59411,125,128
59412,125,126
59413,105,106
59414,112,117
59415,138,139
59416,89,89
59417,96,97
59418,92,94
59419,92,94
59420,87,89
59421,92,94
59422,93,95
59423,81,83
59424,80,82
59425,73,74
59426,53,54
59427,52,53
59428,64,66
59429,74,76
59430,59,63
59431,52,53
59432,72,73
59433,52,54
59434,78,82
59435,87,90
59436,43,48
59437,42,42
59438,43,43
59439,41,43
59440,44,46
59441,65,66
59442,45,47
59443,65,67
59444,68,97
59445,82,84
59446,48,49
59447,48,49
59448,52,52
59449,49,50
59450,34,36
59451,44,46
59452,38,40
59453,39,41
59454,42,44
59455,60,62
59456,44,48
59457,45,48
59458,40,47
59459,46,48
59460,45,47
59461,45,47
59462,45,47
59463,49,51
59464,46,49
59465,46,48
59466,113,117
59467,121,127
59468,126,129
59469,121,122
59470,127,130
59471,140,141
59472,135,137
59473,118,120
59474,123,124
59475,127,128
59476,139,141
59477,70,70
59478,95,96
59479,122,123
59480,90,92
59481,116,117
59482,118,119
59483,89,91
59484,96,98
59485,129,130
59486,132,135
59487,115,116
59488,115,115
59489,122,123
59490,107,109
59491,117,119
59492,118,120
59493,111,113
59494,124,126
59495,121,123
59496,101,104
59497,100,102
59498,97,97
59499,86,89
59500,82,84
59501,88,90
59502,97,99
59503,93,95
59504,92,94
59505,103,104
59506,74,78
59507,89,95
59508,93,95
59509,103,104
59510,94,96
59511,103,104
59512,97,99
59513,96,98
59514,77,79
59515,71,72
59516,21,21
59517,12,14
59518,9,11
59519,14,15
59520,45,47
59521,49,50
59522,51,52
59523,44,46
59524,24,25
59525,26,27
59526,30,32
59527,51,51
59528,38,38
59529,47,48
59530,77,88
59531,75,87
59532,91,102
59533,67,70
59534,88,99
59535,83,89
59536,78,88
59537,65,68
59538,84,86
59539,90,93
59540,91,93
59541,95,100
59542,98,100
59543,86,88
59544,80,82
59545,73,74
59546,91,93
59547,83,83
59548,77,82
59549,95,97
59550,91,93
59551,61,62
59552,62,63
59553,65,66
59554,71,72
59555,71,72
59556,115,122
59557,90,113
59558,112,117
59559,117,122
59560,106,111
59561,104,108
59562,110,111
59563,101,103
59564,99,100
59565,90,92
59566,16,22
59567,15,25
59568,26,33
59569,28,43
59570,21,40
59571,24,30
59572,27,48
59573,22,32
59574,18,35
59575,18,38
59576,43,45
59577,43,67
59578,40,43
59579,41,43
59580,44,46
59581,43,45
59582,46,48
59583,41,43
59584,50,51
59585,42,44
59586,26,57
59587,43,43
59588,49,71
59589,63,79
59590,36,56
59591,50,66
59592,62,78
59593,63,83
59594,55,84
59595,49,76
59596,147,161
59597,138,151
59598,137,154
59599,166,168
59600,161,163
59601,176,178
59602,150,154
59603,150,152
59604,170,172
59605,80,92
59606,72,91
59607,74,79
59608,82,84
59609,66,67
59610,64,65
59611,54,55
59612,54,55
59613,45,47
59614,58,59
59615,61,72
59616,57,64
59617,63,69
59618,69,70
59619,94,96
59620,84,86
59621,82,84
59622,80,82
59623,76,78
59624,92,94
59625,68,71
59626,60,62
59627,116,118
59628,110,110
59629,114,116
59630,121,122
59631,117,118
59632,120,121
59633,79,81
59634,87,91
59635,79,81
59636,83,88
59637,68,69
59638,84,84
59639,95,95
59640,74,75
59641,66,67
59642,68,69
59643,70,71
59644,58,59
59645,59,61
59646,78,80
59647,74,77
59648,67,71
59649,69,76
59650,80,82
59651,70,72
59652,74,76
59653,84,86
59654,78,81
59655,86,90
59656,87,90
59657,75,75
59658,44,47
59659,76,77
59660,71,73
59661,68,69
59662,72,73
59663,70,71
59664,53,55
59665,71,72
59666,91,93
59667,99,99
59668,103,104
59669,118,120
59670,139,140
59671,105,106
59672,122,123
59673,107,108
59674,97,99
59675,99,100
59676,100,101
59677,95,97
59678,116,116
59679,113,114
59680,116,117
59681,108,109
59682,119,120
59683,83,85
59684,126,127
59685,119,120
59686,97,99
59687,108,108
59688,93,97
59689,108,111
59690,109,111
59691,100,101
59692,105,106
59693,67,70
59694,86,89
59695,83,85
59696,23,32
59697,29,33
59698,35,39
59699,32,35
59700,25,26
59701,28,32
59702,29,31
59703,22,30
59704,21,22
59705,24,25
59706,8,10
59707,10,10
59708,19,19
59709,19,20
59710,24,25
59711,22,24
59712,20,21
59713,19,22
59714,19,21
59715,92,97
59716,97,97
59717,105,105
59718,122,123
59719,95,97
59720,77,79
59721,115,117
59722,90,95
59723,90,92
59724,99,100
59725,41,43
59726,48,48
59727,49,50
59728,47,49
59729,45,47
59730,42,44
59731,46,48
59732,41,44
59733,46,48
59734,57,58
59735,77,79
59736,96,99
59737,92,94
59738,96,98
59739,94,96
59740,89,91
59741,87,89
59742,77,81
59743,89,94
59744,86,88
59745,89,92
59746,94,97
59747,94,96
59748,93,95
59749,94,96
59750,94,96
59751,94,96
59752,94,96
59753,94,96
59754,94,96
59755,115,116
59756,92,94
59757,122,123
59758,90,92
59759,90,92
59760,86,88
59761,107,108
59762,91,93
59763,94,96
59764,94,96
59765,107,111
59766,94,95
59767,92,92
59768,112,113
59769,127,129
59770,109,112
59771,91,93
59772,80,82
59773,89,91
59774,94,96
59775,60,75
59776,71,77
59777,97,98
59778,88,90
59779,85,90
59780,81,84
59781,77,81
59782,69,70
59783,78,80
59784,127,129
59785,102,107
59786,106,112
59787,87,91
59788,97,99
59789,102,103
59790,96,98
59791,91,93
59792,87,90
59793,96,98
59794,95,97
59795,108,113
59796,76,84
59797,68,70
59798,77,79
59799,69,70
59800,79,83
59801,88,90
59802,74,76
59803,82,84
59804,90,94
59805,73,74
59806,54,55
59807,35,37
59808,85,87
59809,59,66
59810,62,65
59811,87,89
59812,11,12
59813,24,25
59814,20,21
59815,20,21
59816,15,16
59817,14,20
59818,11,13
59819,146,146
59820,127,128
59821,150,158
59822,162,164
59823,103,109
59824,88,94
59825,118,119
59826,107,111
59827,105,110
59828,73,80
59829,12,17
59830,119,126
59831,122,125
59832,126,132
59833,140,143
59834,141,143
59835,124,129
59836,131,134
59837,126,130
59838,113,114
59839,121,122
59840,60,60
59841,45,48
59842,48,48
59843,40,42
59844,42,44
59845,46,48
59846,44,46
59847,47,49
59848,51,52
59849,57,58
59850,161,165
59851,188,192
59852,167,168
59853,143,144
59854,138,141
59855,135,139
59856,130,131
59857,142,143
59858,172,174
59859,21,22
59860,13,13
59861,21,22
59862,22,23
59863,11,11
59864,15,15
59865,14,14
59866,23,23
59867,46,47
59868,46,48
59869,43,45
59870,39,41
59871,46,48
59872,45,47
59873,23,24
59874,43,45
59875,159,165
59876,159,168
59877,175,181
59878,147,148
59879,158,160
59880,168,171
59881,168,170
59882,137,141
59883,138,142
59884,165,167
59885,63,66
59886,64,66
59887,88,90
59888,86,88
59889,86,88
59890,87,90
59891,93,95
59892,93,95
59893,89,91
59894,92,94
59895,13,13
59896,14,14
59897,14,16
59898,20,21
59899,25,29
59900,25,27
59901,22,24
59902,22,24
59903,23,25
59904,48,48
59905,48,48
59906,48,48
59907,46,48
59908,46,48
59909,45,47
59910,46,48
59911,37,39
59912,46,48
59913,46,48
59914,68,72
59915,68,71
59916,70,71
59917,47,49
59918,47,49
59919,71,72
59920,62,63
59921,86,90
59922,72,73
59923,76,78
59924,25,25
59925,21,23
59926,18,25
59927,19,23
59928,20,22
59929,20,21
59930,21,22
59931,28,29
59932,30,32
59933,21,21
59934,16,16
59935,13,13
59936,20,21
59937,23,24
59938,21,22
59939,22,23
59940,25,26
59941,106,110
59942,80,84
59943,57,57
59944,67,68
59945,35,37
59946,59,61
59947,53,54
59948,38,42
59949,56,57
59950,57,58
59951,66,68
59952,62,63
59953,95,95
59954,89,91
59955,93,95
59956,110,112
59957,93,95
59958,83,85
59959,93,95
59960,96,98
59961,114,123
59962,120,126
59963,131,132
59964,95,98
59965,135,138
59966,138,144
59967,148,149
59968,105,107
59969,93,95
59970,147,156
59971,70,71
59972,90,92
59973,96,96
59974,86,88
59975,89,91
59976,92,94
59977,68,69
59978,59,60
59979,65,66
59980,69,70
59981,94,105
59982,123,138
59983,114,125
59984,103,105
59985,109,111
59986,108,113
59987,104,108
59988,110,112
59989,94,96
59990,103,104
59991,14,14
59992,16,16
59993,20,22
59994,103,105
59995,103,105
59996,107,108
59997,107,108
59998,82,86
59999,90,92
60000,111,112
60001,111,115
60002,115,117
60003,115,116
60004,87,87
60005,69,70
60006,95,96
60007,117,118
60008,101,102
60009,118,119
60010,96,98
60011,101,102
60012,101,102
60013,101,103
60014,79,84
60015,76,77
60016,78,80
60017,52,53
60018,39,41
60019,47,49
60020,64,65
60021,43,45
60022,52,54
60023,66,67
60024,15,15
60025,12,12
60026,23,23
60027,117,122
60028,113,117
60029,118,121
60030,116,119
60031,94,97
60032,116,119
60033,146,147
60034,68,69
60035,62,65
60036,106,107
60037,20,21
60038,26,27
60039,23,24
60040,23,26
60041,26,29
60042,43,54
60043,63,73
60044,63,67
60045,73,75
60046,44,48
60047,58,63
60048,42,44
60049,49,51
60050,57,58
60051,42,49
60052,44,44
60053,41,45
60054,55,59
60055,66,67
60056,74,76
60057,69,70
60058,65,66
60059,58,59
60060,54,55
60061,54,55
60062,11,11
60063,2,16
60064,20,20
60065,32,34
60066,23,26
60067,24,25
60068,37,39
60069,38,58
60070,74,79
60071,65,69
60072,63,63
60073,69,75
60074,58,59
60075,77,79
60076,79,81
60077,57,60
60078,50,51
60079,55,57
60080,66,73
60081,43,44
60082,41,48
60083,43,45
60084,42,44
60085,65,67
60086,56,57
60087,60,61
60088,59,60
60089,63,65
60090,87,89
60091,82,82
60092,87,89
60093,71,73
60094,61,62
60095,59,60
60096,90,92
60097,72,74
60098,86,89
60099,86,88
60100,27,27
60101,24,26
60102,28,29
60103,37,39
60104,28,30
60105,43,45
60106,46,48
60107,62,64
60108,20,21
60109,22,22
60110,12,12
60111,22,23
60112,24,25
60113,21,22
60114,20,21
60115,21,22
60116,92,93
60117,116,119
60118,100,104
60119,119,120
60120,113,114
60121,118,120
60122,114,115
60123,88,90
60124,99,103
60125,110,111
60126,67,80
60127,66,71
60128,71,74
60129,94,96
60130,86,88
60131,90,92
60132,87,89
60133,86,88
60134,87,89
60135,108,109
60136,112,114
60137,107,108
60138,97,99
60139,92,94
60140,127,129
60141,110,111
60142,118,119
60143,127,132
60144,113,114
60145,113,114
60146,130,132
60147,127,131
60148,127,132
60149,131,132
60150,131,132
60151,131,132
60152,130,131
60153,126,128
60154,131,132
60155,106,107
60156,95,95
60157,71,72
60158,72,72
60159,94,96
60160,139,140
60161,140,141
60162,118,119
60163,97,99
60164,104,116
