obs_id,location,cohort,age,dose,weight
15172,1942,2016,5,2,1
15173,1942,2017,5,2,1
15174,1942,2018,5,2,1
15175,1942,2019,5,2,1
15176,1942,2020,5,2,1
15177,1942,2021,5,2,1
15178,1942,2022,5,2,1
15179,1943,2013,5,2,1
15180,1943,2014,5,2,1
15181,1943,2015,5,2,1
15182,1943,2016,5,2,1
15183,1943,2017,5,2,1
15184,1943,2018,5,2,1
15185,1943,2019,5,2,1
15186,1943,2020,5,2,1
15187,1943,2021,5,2,1
15188,1943,2022,5,2,1
15189,1944,2013,5,2,1
15190,1944,2014,5,2,1
15191,1944,2015,5,2,1
15192,1944,2016,5,2,1
15193,1944,2017,5,2,1
15194,1944,2018,5,2,1
15195,1944,2019,5,2,1
15196,1944,2020,5,2,1
15197,1944,2021,5,2,1
15198,1944,2022,5,2,1
15199,1945,2013,5,2,1
15200,1945,2014,5,2,1
15201,1945,2014,5,2,1
15202,1945,2015,5,2,1
15203,1945,2016,5,2,1
15204,1945,2017,5,2,1
15205,1945,2018,5,2,1
15206,1945,2019,5,2,1
15207,1945,2020,5,2,1
15208,1945,2021,5,2,1
15209,1945,2022,5,2,1
15210,1946,2013,5,2,1
15211,1946,2014,5,2,1
15212,1946,2015,5,2,1
15213,1946,2016,5,2,1
15214,1946,2017,5,2,1
15215,1946,2018,5,2,1
15216,1946,2019,5,2,1
15217,1946,2020,5,2,1
15218,1946,2021,5,2,1
15219,1946,2022,5,2,1
15220,1947,2013,5,2,1
15221,1947,2014,5,2,1
15222,1948,2013,5,2,1
15223,1948,2014,5,2,1
15224,1948,2015,5,2,1
15225,1948,2016,5,2,1
15226,1948,2017,5,2,1
15227,1948,2018,5,2,1
15228,1948,2019,5,2,1
15229,1948,2020,5,2,1
15230,1948,2021,5,2,1
15231,1948,2022,5,2,1
15232,1949,2013,5,2,1
15233,1949,2014,5,2,1
15234,1949,2015,5,2,1
15235,1949,2016,5,2,1
15236,1949,2017,5,2,1
15237,1949,2018,5,2,1
15238,1949,2019,5,2,1
15239,1949,2020,5,2,1
15240,1949,2021,5,2,1
15241,1949,2022,5,2,1
15242,1950,2013,5,2,1
15243,1950,2014,5,2,1
15244,1950,2015,5,2,1
15245,1950,2016,5,2,1
15246,1950,2017,5,2,1
15247,1950,2018,5,2,1
15248,1950,2019,5,2,1
15249,1950,2020,5,2,1
15250,1950,2021,5,2,1
15251,1950,2022,5,2,1
15252,1951,2013,5,2,1
15253,1951,2014,5,2,1
15254,1951,2015,5,2,1
15255,1951,2016,5,2,1
15256,1951,2017,5,2,1
15257,1951,2018,5,2,1
15258,1951,2019,5,2,1
15259,1951,2020,5,2,1
15260,1951,2021,5,2,1
15261,1951,2022,5,2,1
15262,1952,2015,5,2,1
15263,1953,2013,5,2,1
15264,1953,2014,5,2,1
15265,1953,2015,5,2,1
15266,1953,2016,5,2,1
15267,1953,2017,5,2,1
15268,1953,2018,5,2,1
15269,1953,2019,5,2,1
15270,1953,2020,5,2,1
15271,1953,2021,5,2,1
15272,1953,2022,5,2,1
15273,1954,2013,5,2,1
15274,1954,2014,5,2,1
15275,1954,2015,5,2,1
15276,1954,2016,5,2,1
15277,1954,2017,5,2,1
15278,1954,2018,5,2,1
15279,1954,2019,5,2,1
15280,1954,2020,5,2,1
15281,1954,2021,5,2,1
15282,1954,2022,5,2,1
15283,1955,2013,5,2,1
15284,1955,2014,5,2,1
15285,1955,2015,5,2,1
15286,1955,2016,5,2,1
15287,1955,2017,5,2,1
15288,1955,2018,5,2,1
15289,1955,2019,5,2,1
15290,1955,2020,5,2,1
15291,1955,2021,5,2,1
15292,1955,2022,5,2,1
15293,1956,2013,5,2,1
15294,1956,2014,5,2,1
15295,1956,2015,5,2,1
15296,1956,2016,5,2,1
15297,1956,2017,5,2,1
15298,1956,2018,5,2,1
15299,1956,2019,5,2,1
15300,1956,2020,5,2,1
15301,1956,2021,5,2,1
15302,1956,2022,5,2,1
15303,1957,2013,5,2,1
15304,1957,2014,5,2,1
15305,1957,2015,5,2,1
15306,1957,2016,5,2,1
15307,1957,2017,5,2,1
15308,1957,2018,5,2,1
15309,1957,2019,5,2,1
15310,1957,2020,5,2,1
15311,1957,2021,5,2,1
15312,1957,2022,5,2,1
15313,1958,2013,5,2,1
15314,1958,2014,5,2,1
15315,1958,2015,5,2,1
15316,1958,2016,5,2,1
15317,1958,2017,5,2,1
15318,1958,2018,5,2,1
15319,1958,2019,5,2,1
15320,1958,2020,5,2,1
15321,1958,2021,5,2,1
15322,1958,2022,5,2,1
15323,1959,2014,5,2,1
15324,1959,2015,5,2,1
15325,1959,2016,5,2,1
15326,1959,2017,5,2,1
15327,1959,2018,5,2,1
15328,1959,2019,5,2,1
15329,1959,2020,5,2,1
15330,1959,2021,5,2,1
15331,1959,2022,5,2,1
15332,1960,2016,5,2,1
15333,1960,2017,5,2,1
15334,1960,2018,5,2,1
15335,1960,2019,5,2,1
15336,1960,2020,5,2,1
15337,1960,2021,5,2,1
15338,1960,2022,5,2,1
15339,1961,2013,5,2,1
15340,1961,2014,5,2,1
15341,1961,2015,5,2,1
15342,1961,2016,5,2,1
15343,1961,2017,5,2,1
15344,1961,2018,5,2,1
15345,1961,2019,5,2,1
15346,1961,2020,5,2,1
15347,1961,2021,5,2,1
15348,1961,2022,5,2,1
15349,1962,2013,5,2,1
15350,1962,2014,5,2,1
15351,1962,2015,5,2,1
15352,1962,2016,5,2,1
15353,1962,2017,5,2,1
15354,1962,2018,5,2,1
15355,1962,2019,5,2,1
15356,1962,2020,5,2,1
15357,1962,2021,5,2,1
15358,1962,2022,5,2,1
15359,1963,2013,5,2,1
15360,1963,2014,5,2,1
15361,1963,2015,5,2,1
15362,1963,2016,5,2,1
15363,1963,2017,5,2,1
15364,1963,2018,5,2,1
15365,1963,2019,5,2,1
15366,1963,2020,5,2,1
15367,1963,2021,5,2,1
15368,1963,2022,5,2,1
15369,1964,2020,5,2,1
15370,1964,2022,5,2,1
15371,1965,2013,5,2,1
15372,1965,2014,5,2,1
15373,1965,2016,5,2,1
15374,1965,2017,5,2,1
15375,1965,2018,5,2,1
15376,1965,2019,5,2,1
15377,1965,2020,5,2,1
15378,1965,2021,5,2,1
15379,1965,2022,5,2,1
15380,1966,2013,5,2,1
15381,1966,2014,5,2,1
15382,1966,2015,5,2,1
15383,1966,2016,5,2,1
15384,1966,2017,5,2,1
15385,1966,2018,5,2,1
15386,1966,2019,5,2,1
15387,1966,2020,5,2,1
15388,1966,2021,5,2,1
15389,1966,2022,5,2,1
15390,1967,2013,5,2,1
15391,1967,2014,5,2,1
15392,1967,2015,5,2,1
15393,1967,2016,5,2,1
15394,1967,2017,5,2,1
15395,1967,2017,5,2,1
15396,1967,2018,5,2,1
15397,1967,2019,5,2,1
15398,1967,2020,5,2,1
15399,1967,2021,5,2,1
15400,1967,2022,5,2,1
15401,1968,2013,5,2,1
15402,1968,2014,5,2,1
15403,1968,2015,5,2,1
15404,1968,2016,5,2,1
15405,1968,2017,5,2,1
15406,1968,2018,5,2,1
15407,1968,2019,5,2,1
15408,1968,2020,5,2,1
15409,1968,2021,5,2,1
15410,1968,2022,5,2,1
15411,1969,2013,5,2,1
15412,1969,2014,5,2,1
15413,1969,2015,5,2,1
15414,1969,2016,5,2,1
15415,1969,2017,5,2,1
15416,1969,2018,5,2,1
15417,1969,2019,5,2,1
15418,1969,2020,5,2,1
15419,1969,2021,5,2,1
15420,1969,2022,5,2,1
15421,1970,2013,5,2,1
15422,1970,2014,5,2,1
15423,1970,2015,5,2,1
15424,1970,2016,5,2,1
15425,1970,2017,5,2,1
15426,1970,2018,5,2,1
15427,1970,2019,5,2,1
15428,1970,2020,5,2,1
15429,1970,2021,5,2,1
15430,1970,2022,5,2,1
15431,1971,2013,5,2,1
15432,1971,2014,5,2,1
15433,1971,2015,5,2,1
15434,1971,2016,5,2,1
15435,1971,2017,5,2,1
15436,1971,2018,5,2,1
15437,1971,2019,5,2,1
15438,1971,2020,5,2,1
15439,1971,2021,5,2,1
15440,1971,2022,5,2,1
15441,1972,2013,5,2,1
15442,1972,2014,5,2,1
15443,1972,2015,5,2,1
15444,1972,2016,5,2,1
15445,1972,2017,5,2,1
15446,1972,2018,5,2,1
15447,1972,2019,5,2,1
15448,1972,2020,5,2,1
15449,1972,2021,5,2,1
15450,1972,2022,5,2,1
15451,1973,2013,5,2,1
15452,1973,2014,5,2,1
15453,1973,2015,5,2,1
15454,1973,2016,5,2,1
15455,1973,2017,5,2,1
15456,1973,2018,5,2,1
15457,1973,2019,5,2,1
15458,1973,2020,5,2,1
15459,1973,2021,5,2,1
15460,1973,2022,5,2,1
15461,1974,2013,5,2,1
15462,1974,2014,5,2,1
15463,1974,2015,5,2,1
15464,1974,2016,5,2,1
15465,1974,2017,5,2,1
15466,1974,2018,5,2,1
15467,1974,2019,5,2,1
15468,1974,2020,5,2,1
15469,1974,2021,5,2,1
15470,1974,2022,5,2,1
15471,1975,2013,5,2,1
15472,1975,2014,5,2,1
15473,1975,2015,5,2,1
15474,1975,2016,5,2,1
15475,1975,2017,5,2,1
15476,1975,2018,5,2,1
15477,1975,2019,5,2,1
15478,1975,2020,5,2,1
15479,1975,2021,5,2,1
15480,1975,2022,5,2,1
15481,1976,2013,5,2,1
15482,1976,2014,5,2,1
15483,1976,2015,5,2,1
15484,1976,2016,5,2,1
15485,1976,2017,5,2,1
15486,1976,2018,5,2,1
15487,1976,2019,5,2,1
15488,1976,2020,5,2,1
15489,1976,2021,5,2,1
15490,1976,2022,5,2,1
15491,1977,2014,5,2,1
15492,1977,2015,5,2,1
15493,1977,2016,5,2,1
15494,1977,2017,5,2,1
15495,1977,2019,5,2,1
15496,1978,2013,5,2,1
15497,1978,2015,5,2,1
15498,1978,2016,5,2,1
15499,1978,2017,5,2,1
15500,1978,2019,5,2,1
15501,1978,2020,5,2,1
15502,1978,2021,5,2,1
15503,1978,2022,5,2,1
15504,1979,2013,5,2,1
15505,1979,2014,5,2,1
15506,1979,2015,5,2,1
15507,1979,2017,5,2,1
15508,1979,2018,5,2,1
15509,1979,2019,5,2,1
15510,1979,2020,5,2,1
15511,1979,2021,5,2,1
15512,1979,2022,5,2,1
15513,1980,2013,5,2,1
15514,1980,2014,5,2,1
15515,1980,2015,5,2,1
15516,1980,2016,5,2,1
15517,1980,2017,5,2,1
15518,1980,2018,5,2,1
15519,1980,2019,5,2,1
15520,1980,2020,5,2,1
15521,1980,2021,5,2,1
15522,1980,2022,5,2,1
15523,1981,2013,5,2,1
15524,1981,2014,5,2,1
15525,1981,2015,5,2,1
15526,1981,2016,5,2,1
15527,1981,2017,5,2,1
15528,1981,2018,5,2,1
15529,1981,2019,5,2,1
15530,1981,2020,5,2,1
15531,1981,2021,5,2,1
15532,1981,2022,5,2,1
15533,1982,2013,5,2,1
15534,1982,2014,5,2,1
15535,1982,2015,5,2,1
15536,1982,2016,5,2,1
15537,1982,2017,5,2,1
15538,1982,2018,5,2,1
15539,1982,2019,5,2,1
15540,1982,2020,5,2,1
15541,1982,2021,5,2,1
15542,1982,2022,5,2,1
15543,1983,2013,5,2,1
15544,1983,2014,5,2,1
15545,1983,2015,5,2,1
15546,1983,2016,5,2,1
15547,1983,2017,5,2,1
15548,1983,2018,5,2,1
15549,1983,2019,5,2,1
15550,1983,2020,5,2,1
15551,1983,2021,5,2,1
15552,1983,2022,5,2,1
15553,1984,2013,5,2,1
15554,1984,2014,5,2,1
15555,1984,2015,5,2,1
15556,1984,2017,5,2,1
15557,1984,2018,5,2,1
15558,1984,2019,5,2,1
15559,1984,2020,5,2,1
15560,1984,2021,5,2,1
15561,1984,2022,5,2,1
15562,1985,2013,5,2,1
15563,1985,2014,5,2,1
15564,1985,2015,5,2,1
15565,1985,2016,5,2,1
15566,1985,2017,5,2,1
15567,1985,2021,5,2,1
15568,1985,2022,5,2,1
15569,1986,2013,5,2,1
15570,1986,2014,5,2,1
15571,1986,2015,5,2,1
15572,1986,2016,5,2,1
15573,1986,2017,5,2,1
15574,1986,2018,5,2,1
15575,1986,2019,5,2,1
15576,1986,2020,5,2,1
15577,1986,2021,5,2,1
15578,1986,2022,5,2,1
15579,1987,2013,5,2,1
15580,1987,2014,5,2,1
15581,1987,2015,5,2,1
15582,1987,2016,5,2,1
15583,1987,2017,5,2,1
15584,1987,2018,5,2,1
15585,1987,2019,5,2,1
15586,1987,2020,5,2,1
15587,1987,2021,5,2,1
15588,1987,2022,5,2,1
15589,1988,2013,5,2,1
15590,1988,2014,5,2,1
15591,1988,2015,5,2,1
15592,1988,2016,5,2,1
15593,1988,2017,5,2,1
15594,1988,2018,5,2,1
15595,1988,2019,5,2,1
15596,1988,2020,5,2,1
15597,1988,2021,5,2,1
15598,1988,2022,5,2,1
15599,1989,2013,5,2,1
15600,1989,2014,5,2,1
15601,1989,2015,5,2,1
15602,1989,2016,5,2,1
15603,1989,2017,5,2,1
15604,1989,2018,5,2,1
15605,1989,2019,5,2,1
15606,1989,2020,5,2,1
15607,1989,2021,5,2,1
15608,1989,2022,5,2,1
15609,1990,2013,5,2,1
15610,1990,2014,5,2,1
15611,1990,2015,5,2,1
15612,1990,2016,5,2,1
15613,1990,2017,5,2,1
15614,1990,2018,5,2,1
15615,1990,2019,5,2,1
15616,1990,2020,5,2,1
15617,1990,2021,5,2,1
15618,1990,2022,5,2,1
15619,1991,2013,5,2,1
15620,1991,2014,5,2,1
15621,1991,2015,5,2,1
15622,1991,2016,5,2,1
15623,1991,2017,5,2,1
15624,1991,2018,5,2,1
15625,1991,2019,5,2,1
15626,1991,2020,5,2,1
15627,1991,2021,5,2,1
15628,1991,2022,5,2,1
15629,1992,2013,5,2,1
15630,1992,2014,5,2,1
15631,1992,2015,5,2,1
15632,1992,2016,5,2,1
15633,1992,2017,5,2,1
15634,1992,2018,5,2,1
15635,1992,2019,5,2,1
15636,1992,2020,5,2,1
15637,1992,2021,5,2,1
15638,1992,2022,5,2,1
15639,1993,2013,5,2,1
15640,1993,2014,5,2,1
15641,1993,2015,5,2,1
15642,1993,2016,5,2,1
15643,1993,2017,5,2,1
15644,1993,2018,5,2,1
15645,1993,2019,5,2,1
15646,1993,2020,5,2,1
15647,1993,2021,5,2,1
15648,1993,2022,5,2,1
15649,1994,2013,5,2,1
15650,1994,2014,5,2,1
15651,1994,2015,5,2,1
15652,1994,2016,5,2,1
15653,1994,2017,5,2,1
15654,1994,2019,5,2,1
15655,1994,2022,5,2,1
15656,1995,2013,5,2,1
15657,1995,2013,5,2,1
15658,1995,2014,5,2,1
15659,1995,2014,5,2,1
15660,1995,2015,5,2,1
15661,1995,2015,5,2,1
15662,1995,2016,5,2,1
15663,1995,2016,5,2,1
15664,1995,2017,5,2,1
15665,1995,2017,5,2,1
15666,1995,2018,5,2,1
15667,1995,2018,5,2,1
15668,1995,2019,5,2,1
15669,1995,2019,5,2,1
15670,1995,2020,5,2,1
15671,1995,2020,5,2,1
15672,1995,2022,5,2,1
15673,1996,2021,5,2,1
15674,1996,2022,5,2,1
15675,1997,2013,5,2,1
15676,1997,2014,5,2,1
15677,1997,2015,5,2,1
15678,1997,2016,5,2,1
15679,1997,2017,5,2,1
15680,1997,2018,5,2,1
15681,1997,2021,5,2,1
15682,1997,2022,5,2,1
15683,1998,2013,5,2,1
15684,1998,2014,5,2,1
15685,1998,2015,5,2,1
15686,1998,2016,5,2,1
15687,1998,2017,5,2,1
15688,1998,2018,5,2,1
15689,1998,2019,5,2,1
15690,1998,2020,5,2,1
15691,1998,2021,5,2,1
15692,1998,2022,5,2,1
15693,1999,2013,5,2,1
15694,1999,2014,5,2,1
15695,1999,2015,5,2,1
15696,1999,2016,5,2,1
15697,1999,2017,5,2,1
15698,1999,2018,5,2,1
15699,1999,2019,5,2,1
15700,2000,2013,5,2,1
15701,2000,2014,5,2,1
15702,2000,2015,5,2,1
15703,2000,2016,5,2,1
15704,2000,2017,5,2,1
15705,2000,2018,5,2,1
15706,2000,2019,5,2,1
15707,2000,2020,5,2,1
15708,2000,2021,5,2,1
15709,2000,2022,5,2,1
15710,2001,2013,5,2,1
15711,2001,2014,5,2,1
15712,2001,2015,5,2,1
15713,2001,2016,5,2,1
15714,2001,2017,5,2,1
15715,2001,2021,5,2,1
15716,2001,2022,5,2,1
15717,2002,2013,5,2,1
15718,2002,2013,5,2,1
15719,2002,2014,5,2,1
15720,2002,2014,5,2,1
15721,2002,2015,5,2,1
15722,2002,2016,5,2,1
15723,2002,2017,5,2,1
15724,2002,2017,5,2,1
15725,2002,2018,5,2,1
15726,2002,2019,5,2,1
15727,2002,2020,5,2,1
15728,2002,2021,5,2,1
15729,2002,2022,5,2,1
15730,2003,2015,5,2,1
15731,2004,2013,5,2,1
15732,2005,2013,5,2,1
15733,2005,2014,5,2,1
15734,2005,2015,5,2,1
15735,2005,2016,5,2,1
15736,2005,2017,5,2,1
15737,2005,2018,5,2,1
15738,2005,2019,5,2,1
15739,2005,2020,5,2,1
15740,2005,2021,5,2,1
15741,2005,2022,5,2,1
15742,2006,2013,5,2,1
15743,2006,2014,5,2,1
15744,2006,2015,5,2,1
15745,2006,2016,5,2,1
15746,2006,2017,5,2,1
15747,2006,2018,5,2,1
15748,2006,2019,5,2,1
15749,2006,2020,5,2,1
15750,2006,2021,5,2,1
15751,2006,2022,5,2,1
15752,2007,2013,5,2,1
15753,2007,2014,5,2,1
15754,2007,2015,5,2,1
15755,2008,2013,5,2,1
15756,2008,2014,5,2,1
15757,2008,2015,5,2,1
15758,2008,2016,5,2,1
15759,2008,2017,5,2,1
15760,2008,2018,5,2,1
15761,2008,2019,5,2,1
15762,2008,2020,5,2,1
15763,2008,2021,5,2,1
15764,2008,2022,5,2,1
15765,2009,2013,5,2,1
15766,2009,2014,5,2,1
15767,2009,2015,5,2,1
15768,2009,2016,5,2,1
15769,2009,2017,5,2,1
15770,2009,2018,5,2,1
15771,2009,2019,5,2,1
15772,2009,2020,5,2,1
15773,2009,2021,5,2,1
15774,2009,2022,5,2,1
15775,2010,2013,5,2,1
15776,2010,2014,5,2,1
15777,2010,2015,5,2,1
15778,2010,2016,5,2,1
15779,2010,2017,5,2,1
15780,2010,2018,5,2,1
15781,2010,2019,5,2,1
15782,2010,2021,5,2,1
15783,2010,2022,5,2,1
15784,2011,2013,5,2,1
15785,2011,2014,5,2,1
15786,2011,2015,5,2,1
15787,2011,2016,5,2,1
15788,2011,2017,5,2,1
15789,2011,2018,5,2,1
15790,2011,2019,5,2,1
15791,2011,2020,5,2,1
15792,2011,2021,5,2,1
15793,2011,2022,5,2,1
15794,2012,2013,5,2,1
15795,2012,2014,5,2,1
15796,2012,2015,5,2,1
15797,2012,2016,5,2,1
15798,2012,2017,5,2,1
15799,2012,2018,5,2,1
15800,2012,2019,5,2,1
15801,2012,2020,5,2,1
15802,2012,2021,5,2,1
15803,2012,2022,5,2,1
15804,2013,2013,5,2,1
15805,2013,2014,5,2,1
15806,2013,2015,5,2,1
15807,2013,2016,5,2,1
15808,2013,2017,5,2,1
15809,2013,2018,5,2,1
15810,2013,2019,5,2,1
15811,2013,2020,5,2,1
15812,2013,2021,5,2,1
15813,2013,2022,5,2,1
15814,2014,2013,5,2,1
15815,2014,2014,5,2,1
15816,2014,2015,5,2,1
15817,2014,2016,5,2,1
15818,2014,2017,5,2,1
15819,2014,2018,5,2,1
15820,2014,2019,5,2,1
15821,2014,2020,5,2,1
15822,2014,2021,5,2,1
15823,2014,2022,5,2,1
15824,2015,2021,5,2,1
15825,2015,2022,5,2,1
15826,2016,2013,5,2,1
15827,2016,2014,5,2,1
15828,2016,2015,5,2,1
15829,2016,2016,5,2,1
15830,2016,2017,5,2,1
15831,2016,2018,5,2,1
15832,2016,2019,5,2,1
15833,2016,2020,5,2,1
15834,2017,2013,5,2,1
15835,2017,2014,5,2,1
15836,2017,2015,5,2,1
15837,2017,2016,5,2,1
15838,2017,2017,5,2,1
15839,2017,2018,5,2,1
15840,2017,2019,5,2,1
15841,2017,2020,5,2,1
15842,2017,2021,5,2,1
15843,2017,2022,5,2,1
15844,2018,2013,5,2,1
15845,2018,2014,5,2,1
15846,2018,2015,5,2,1
15847,2018,2016,5,2,1
15848,2018,2017,5,2,1
15849,2018,2018,5,2,1
15850,2018,2019,5,2,1
15851,2018,2020,5,2,1
15852,2018,2021,5,2,1
15853,2018,2022,5,2,1
15854,2019,2013,5,2,1
15855,2019,2014,5,2,1
15856,2019,2015,5,2,1
15857,2019,2016,5,2,1
15858,2019,2017,5,2,1
15859,2019,2018,5,2,1
15860,2019,2019,5,2,1
15861,2019,2020,5,2,1
15862,2019,2021,5,2,1
15863,2019,2022,5,2,1
15864,2020,2014,5,2,1
15865,2020,2015,5,2,1
15866,2021,2013,5,2,1
15867,2021,2014,5,2,1
15868,2021,2015,5,2,1
15869,2021,2016,5,2,1
15870,2021,2017,5,2,1
15871,2021,2018,5,2,1
15872,2021,2019,5,2,1
15873,2021,2020,5,2,1
15874,2021,2021,5,2,1
15875,2021,2022,5,2,1
15876,2022,2013,5,2,1
15877,2022,2014,5,2,1
15878,2022,2015,5,2,1
15879,2022,2016,5,2,1
15880,2022,2017,5,2,1
15881,2022,2018,5,2,1
15882,2022,2019,5,2,1
15883,2022,2020,5,2,1
15884,2022,2021,5,2,1
15885,2022,2022,5,2,1
15886,2023,2013,5,2,1
15887,2023,2014,5,2,1
15888,2023,2015,5,2,1
15889,2023,2016,5,2,1
15890,2023,2017,5,2,1
15891,2023,2018,5,2,1
15892,2023,2019,5,2,1
15893,2023,2020,5,2,1
15894,2023,2021,5,2,1
15895,2023,2022,5,2,1
15896,2024,2015,5,2,1
15897,2025,2015,5,2,1
15898,2025,2016,5,2,1
15899,2025,2017,5,2,1
15900,2025,2018,5,2,1
15901,2025,2019,5,2,1
15902,2025,2020,5,2,1
15903,2025,2021,5,2,1
15904,2025,2022,5,2,1
15905,2026,2016,5,2,1
15906,2026,2017,5,2,1
15907,2026,2018,5,2,1
15908,2026,2019,5,2,1
15909,2026,2020,5,2,1
15910,2026,2021,5,2,1
15911,2026,2022,5,2,1
15912,2027,2017,5,2,1
15913,2028,2018,5,2,1
15914,2028,2019,5,2,1
15915,2028,2020,5,2,1
15916,2028,2021,5,2,1
15917,2028,2022,5,2,1
15918,2029,2015,5,2,1
15919,2029,2016,5,2,1
15920,2029,2017,5,2,1
15921,2029,2018,5,2,1
15922,2029,2019,5,2,1
15923,2029,2020,5,2,1
15924,2029,2021,5,2,1
15925,2029,2022,5,2,1
15926,2030,2013,5,2,1
15927,2030,2014,5,2,1
15928,2030,2015,5,2,1
15929,2030,2020,5,2,1
15930,2030,2021,5,2,1
15931,2030,2022,5,2,1
15932,2031,2019,5,2,1
15933,2031,2020,5,2,1
15934,2031,2021,5,2,1
15935,2031,2022,5,2,1
15936,2032,2016,5,2,1
15937,2032,2018,5,2,1
15938,2032,2019,5,2,1
15939,2032,2020,5,2,1
15940,2032,2021,5,2,1
15941,2032,2022,5,2,1
15942,2033,2013,5,2,1
15943,2033,2014,5,2,1
15944,2033,2015,5,2,1
15945,2033,2016,5,2,1
15946,2033,2017,5,2,1
15947,2033,2018,5,2,1
15948,2033,2019,5,2,1
15949,2033,2020,5,2,1
15950,2033,2021,5,2,1
15951,2033,2022,5,2,1
15952,2034,2013,5,2,1
15953,2034,2014,5,2,1
15954,2034,2015,5,2,1
15955,2034,2016,5,2,1
15956,2034,2017,5,2,1
15957,2034,2018,5,2,1
15958,2034,2019,5,2,1
15959,2035,2013,5,2,1
15960,2035,2014,5,2,1
15961,2035,2015,5,2,1
15962,2035,2017,5,2,1
15963,2035,2018,5,2,1
15964,2035,2019,5,2,1
15965,2035,2022,5,2,1
15966,2036,2013,5,2,1
15967,2036,2014,5,2,1
15968,2036,2015,5,2,1
15969,2036,2016,5,2,1
15970,2036,2017,5,2,1
15971,2036,2018,5,2,1
15972,2036,2019,5,2,1
15973,2036,2020,5,2,1
15974,2036,2021,5,2,1
15975,2036,2022,5,2,1
15976,2037,2013,5,2,1
15977,2037,2014,5,2,1
15978,2037,2015,5,2,1
15979,2037,2016,5,2,1
15980,2037,2017,5,2,1
15981,2037,2019,5,2,1
15982,2037,2020,5,2,1
15983,2037,2021,5,2,1
15984,2037,2022,5,2,1
15985,2038,2013,5,2,1
15986,2038,2014,5,2,1
15987,2038,2015,5,2,1
15988,2038,2016,5,2,1
15989,2038,2017,5,2,1
15990,2038,2018,5,2,1
15991,2038,2019,5,2,1
15992,2038,2020,5,2,1
15993,2038,2021,5,2,1
15994,2038,2022,5,2,1
15995,2039,2013,5,2,1
15996,2039,2014,5,2,1
15997,2039,2015,5,2,1
15998,2039,2016,5,2,1
15999,2039,2017,5,2,1
16000,2039,2018,5,2,1
16001,2039,2019,5,2,1
16002,2039,2020,5,2,1
16003,2039,2021,5,2,1
16004,2039,2022,5,2,1
16005,2040,2020,5,2,1
16006,2040,2021,5,2,1
16007,2040,2022,5,2,1
16008,2041,2015,5,2,1
16009,2041,2016,5,2,1
16010,2041,2017,5,2,1
16011,2041,2018,5,2,1
16012,2042,2014,5,2,1
16013,2042,2015,5,2,1
16014,2042,2016,5,2,1
16015,2042,2017,5,2,1
16016,2042,2018,5,2,1
16017,2042,2019,5,2,1
16018,2042,2020,5,2,1
16019,2042,2021,5,2,1
16020,2042,2022,5,2,1
16021,2043,2013,5,2,1
16022,2043,2014,5,2,1
16023,2043,2015,5,2,1
16024,2043,2016,5,2,1
16025,2043,2017,5,2,1
16026,2043,2018,5,2,1
16027,2043,2019,5,2,1
16028,2043,2020,5,2,1
16029,2043,2021,5,2,1
16030,2043,2022,5,2,1
16031,2044,2013,5,2,1
16032,2044,2014,5,2,1
16033,2044,2015,5,2,1
16034,2045,2016,5,2,1
16035,2045,2017,5,2,1
16036,2045,2017,5,2,1
16037,2045,2018,5,2,1
16038,2045,2019,5,2,1
16039,2045,2019,5,2,1
16040,2045,2020,5,2,1
16041,2045,2021,5,2,1
16042,2045,2021,5,2,1
16043,2045,2022,5,2,1
16044,2046,2022,5,2,1
16045,2047,2022,5,2,1
16046,2048,2019,5,2,1
16047,2048,2020,5,2,1
16048,2048,2021,5,2,1
16049,2048,2022,5,2,1
16050,2049,2019,5,2,1
16051,2049,2020,5,2,1
16052,2049,2021,5,2,1
16053,2049,2022,5,2,1
16054,2050,2019,5,2,1
16055,2050,2020,5,2,1
16056,2050,2021,5,2,1
16057,2050,2022,5,2,1
16058,2051,2019,5,2,1
16059,2051,2020,5,2,1
16060,2051,2021,5,2,1
16061,2051,2022,5,2,1
16062,2052,2019,5,2,1
16063,2052,2020,5,2,1
16064,2052,2021,5,2,1
16065,2052,2022,5,2,1
16066,2053,2019,5,2,1
16067,2053,2020,5,2,1
16068,2053,2021,5,2,1
16069,2053,2022,5,2,1
16070,2054,2013,5,2,1
16071,2054,2014,5,2,1
16072,2054,2015,5,2,1
16073,2054,2016,5,2,1
16074,2054,2017,5,2,1
16075,2054,2018,5,2,1
16076,2054,2019,5,2,1
16077,2054,2020,5,2,1
16078,2054,2021,5,2,1
16079,2054,2022,5,2,1
16080,2055,2013,5,2,1
16081,2055,2014,5,2,1
16082,2055,2015,5,2,1
16083,2055,2016,5,2,1
16084,2055,2018,5,2,1
16085,2055,2019,5,2,1
16086,2055,2020,5,2,1
16087,2055,2021,5,2,1
16088,2055,2022,5,2,1
16089,2056,2013,5,2,1
16090,2056,2014,5,2,1
16091,2056,2015,5,2,1
16092,2056,2016,5,2,1
16093,2056,2017,5,2,1
16094,2056,2018,5,2,1
16095,2056,2019,5,2,1
16096,2056,2020,5,2,1
16097,2056,2021,5,2,1
16098,2056,2022,5,2,1
16099,2057,2013,5,2,1
16100,2057,2014,5,2,1
16101,2057,2015,5,2,1
16102,2057,2016,5,2,1
16103,2057,2017,5,2,1
