obs_id,school_id,school_name,county_name,year,county_loc_id,school_loc_id,location,cohort,age,dose,weight
1,24,the academy of alameda elementary,Alameda,2016,2,60,60,2016,5,2,1
2,24,the academy of alameda elementary,Alameda,2017,2,60,60,2017,5,2,1
3,24,the academy of alameda elementary,Alameda,2018,2,60,60,2018,5,2,1
4,24,the academy of alameda elementary,Alameda,2019,2,60,60,2019,5,2,1
5,24,the academy of alameda elementary,Alameda,2020,2,60,60,2020,5,2,1
6,24,the academy of alameda elementary,Alameda,2021,2,60,60,2021,5,2,1
7,24,the academy of alameda,Alameda,2022,2,60,60,2022,5,2,1
8,28,achieve academy,Alameda,2015,2,61,61,2015,5,2,1
9,28,achieve academy,Alameda,2016,2,61,61,2016,5,2,1
10,28,achieve academy,Alameda,2017,2,61,61,2017,5,2,1
11,28,achieve academy,Alameda,2018,2,61,61,2018,5,2,1
12,28,achieve academy,Alameda,2019,2,61,61,2019,5,2,1
13,28,achieve academy,Alameda,2020,2,61,61,2020,5,2,1
14,28,achieve academy,Alameda,2021,2,61,61,2021,5,2,1
15,28,achieve academy,Alameda,2022,2,61,61,2022,5,2,1
16,29,acorn woodland elementary,Alameda,2013,2,62,62,2013,5,2,1
17,29,acorn woodland elementary,Alameda,2014,2,62,62,2014,5,2,1
18,29,acorn woodland elementary,Alameda,2015,2,62,62,2015,5,2,1
19,29,acorn woodland elementary,Alameda,2016,2,62,62,2016,5,2,1
20,29,acorn woodland elementary,Alameda,2017,2,62,62,2017,5,2,1
21,29,acorn woodland elementary,Alameda,2018,2,62,62,2018,5,2,1
22,29,acorn woodland elementary,Alameda,2019,2,62,62,2019,5,2,1
23,29,acorn woodland elementary,Alameda,2020,2,62,62,2020,5,2,1
24,29,acorn woodland elementary,Alameda,2021,2,62,62,2021,5,2,1
25,29,acorn woodland elementary,Alameda,2022,2,62,62,2022,5,2,1
26,32,acts christian academy,Alameda,2013,2,63,63,2013,5,2,1
27,32,acts christian academy,Alameda,2014,2,63,63,2014,5,2,1
28,32,acts christian academy,Alameda,2015,2,63,63,2015,5,2,1
29,32,acts christian academy,Alameda,2016,2,63,63,2016,5,2,1
30,66,alameda county community,Alameda,2016,2,64,64,2016,5,2,1
31,84,albany children's center,Alameda,2013,2,65,65,2013,5,2,1
32,87,alisal elementary,Alameda,2013,2,66,66,2013,5,2,1
33,87,alisal elementary,Alameda,2014,2,66,66,2014,5,2,1
34,87,alisal elementary,Alameda,2015,2,66,66,2015,5,2,1
35,87,alisal elementary,Alameda,2016,2,66,66,2016,5,2,1
36,87,alisal elementary,Alameda,2017,2,66,66,2017,5,2,1
37,87,alisal elementary,Alameda,2018,2,66,66,2018,5,2,1
38,87,alisal elementary,Alameda,2019,2,66,66,2019,5,2,1
39,87,alisal elementary,Alameda,2020,2,66,66,2020,5,2,1
40,87,alisal elementary,Alameda,2021,2,66,66,2021,5,2,1
41,87,alisal elementary,Alameda,2022,2,66,66,2022,5,2,1
42,90,all saints catholic school,Alameda,2013,2,67,67,2013,5,2,1
43,90,all saints catholic school,Alameda,2014,2,67,67,2014,5,2,1
44,90,all saints catholic school,Alameda,2015,2,67,67,2015,5,2,1
45,90,all saints catholic school,Alameda,2016,2,67,67,2016,5,2,1
46,90,all saints catholic school,Alameda,2017,2,67,67,2017,5,2,1
47,90,all saints catholic school,Alameda,2018,2,67,67,2018,5,2,1
48,90,all saints catholic school,Alameda,2019,2,67,67,2019,5,2,1
49,90,all saints catholic school,Alameda,2020,2,67,67,2020,5,2,1
50,90,all saints catholic school,Alameda,2021,2,67,67,2021,5,2,1
51,91,allendale elementary,Alameda,2013,2,68,68,2013,5,2,1
52,91,allendale elementary,Alameda,2014,2,68,68,2014,5,2,1
53,91,allendale elementary,Alameda,2015,2,68,68,2015,5,2,1
54,91,allendale elementary,Alameda,2016,2,68,68,2016,5,2,1
55,91,allendale elementary,Alameda,2017,2,68,68,2017,5,2,1
56,91,allendale elementary,Alameda,2018,2,68,68,2018,5,2,1
57,91,allendale elementary,Alameda,2019,2,68,68,2019,5,2,1
58,91,allendale elementary,Alameda,2020,2,68,68,2020,5,2,1
59,91,allendale elementary,Alameda,2021,2,68,68,2021,5,2,1
60,91,allendale elementary,Alameda,2022,2,68,68,2022,5,2,1
61,97,altamont creek elementary,Alameda,2014,2,69,69,2014,5,2,1
62,97,altamont creek elementary,Alameda,2015,2,69,69,2015,5,2,1
63,97,altamont creek elementary,Alameda,2016,2,69,69,2016,5,2,1
64,97,altamont creek elementary,Alameda,2017,2,69,69,2017,5,2,1
65,97,altamont creek elementary,Alameda,2018,2,69,69,2018,5,2,1
66,97,altamont creek elementary,Alameda,2019,2,69,69,2019,5,2,1
67,97,altamont creek elementary,Alameda,2020,2,69,69,2020,5,2,1
68,97,altamont creek elementary,Alameda,2021,2,69,69,2021,5,2,1
69,97,altamont creek elementary,Alameda,2022,2,69,69,2022,5,2,1
70,101,alvarado elementary,Alameda,2013,2,70,70,2013,5,2,1
71,101,alvarado elementary,Alameda,2014,2,70,70,2014,5,2,1
72,101,alvarado elementary,Alameda,2015,2,70,70,2015,5,2,1
73,101,alvarado elementary,Alameda,2016,2,70,70,2016,5,2,1
74,101,alvarado elementary,Alameda,2017,2,70,70,2017,5,2,1
75,101,alvarado elementary,Alameda,2018,2,70,70,2018,5,2,1
76,101,alvarado elementary,Alameda,2019,2,70,70,2019,5,2,1
77,101,alvarado elementary,Alameda,2020,2,70,70,2020,5,2,1
78,101,alvarado elementary,Alameda,2021,2,70,70,2021,5,2,1
79,101,alvarado elementary,Alameda,2022,2,70,70,2022,5,2,1
80,108,amelia earhart elementary,Alameda,2013,2,71,71,2013,5,2,1
81,108,amelia earhart elementary,Alameda,2014,2,71,71,2014,5,2,1
82,108,amelia earhart elementary,Alameda,2015,2,71,71,2015,5,2,1
83,108,amelia earhart elementary,Alameda,2016,2,71,71,2016,5,2,1
84,108,amelia earhart elementary,Alameda,2017,2,71,71,2017,5,2,1
85,108,amelia earhart elementary,Alameda,2018,2,71,71,2018,5,2,1
86,108,amelia earhart elementary,Alameda,2019,2,71,71,2019,5,2,1
87,108,amelia earhart elementary,Alameda,2020,2,71,71,2020,5,2,1
88,108,amelia earhart elementary,Alameda,2021,2,71,71,2021,5,2,1
89,108,amelia earhart elementary,Alameda,2022,2,71,71,2022,5,2,1
90,112,american indian public charter school ii,Alameda,2014,2,72,72,2014,5,2,1
91,112,american indian public charter school ii,Alameda,2015,2,72,72,2015,5,2,1
92,112,american indian public charter school ii,Alameda,2016,2,72,72,2016,5,2,1
93,112,american indian public charter ii,Alameda,2018,2,72,72,2018,5,2,1
94,112,american indian public charter ii,Alameda,2019,2,72,72,2019,5,2,1
95,112,american indian public charter ii,Alameda,2020,2,72,72,2020,5,2,1
96,112,american indian public charter ii,Alameda,2021,2,72,72,2021,5,2,1
97,113,american indian model schools,Alameda,2017,2,73,73,2017,5,2,1
98,114,american international montessori school,Alameda,2013,2,74,74,2013,5,2,1
99,114,american international montessori school,Alameda,2014,2,74,74,2014,5,2,1
100,114,american international montessori school,Alameda,2015,2,74,74,2015,5,2,1
101,114,american international montessori school,Alameda,2016,2,74,74,2016,5,2,1
102,114,american international montessori school,Alameda,2018,2,74,74,2018,5,2,1
103,114,american international montessori school,Alameda,2020,2,74,74,2020,5,2,1
104,114,american international montessori school,Alameda,2021,2,74,74,2021,5,2,1
105,122,anna yates elementary,Alameda,2013,2,75,75,2013,5,2,1
106,122,anna yates elementary,Alameda,2014,2,75,75,2014,5,2,1
107,122,anna yates elementary,Alameda,2017,2,75,75,2017,5,2,1
108,122,anna yates elementary,Alameda,2018,2,75,75,2018,5,2,1
109,122,anna yates elementary,Alameda,2019,2,75,75,2019,5,2,1
110,122,anna yates elementary,Alameda,2020,2,75,75,2020,5,2,1
111,122,anna yates elementary,Alameda,2021,2,75,75,2021,5,2,1
112,122,anna yates elementary,Alameda,2022,2,75,75,2022,5,2,1
113,131,ardenwood elementary,Alameda,2013,2,76,76,2013,5,2,1
114,131,ardenwood elementary,Alameda,2014,2,76,76,2014,5,2,1
115,131,ardenwood elementary,Alameda,2015,2,76,76,2015,5,2,1
116,131,ardenwood elementary,Alameda,2016,2,76,76,2016,5,2,1
117,131,ardenwood elementary,Alameda,2017,2,76,76,2017,5,2,1
118,131,ardenwood elementary,Alameda,2018,2,76,76,2018,5,2,1
119,131,ardenwood elementary,Alameda,2019,2,76,76,2019,5,2,1
120,131,ardenwood elementary,Alameda,2020,2,76,76,2020,5,2,1
121,131,ardenwood elementary,Alameda,2021,2,76,76,2021,5,2,1
122,131,ardenwood elementary,Alameda,2022,2,76,76,2022,5,2,1
123,139,arroyo seco elementary,Alameda,2014,2,77,77,2014,5,2,1
124,139,arroyo seco elementary,Alameda,2015,2,77,77,2015,5,2,1
125,139,arroyo seco elementary,Alameda,2016,2,77,77,2016,5,2,1
126,139,arroyo seco elementary,Alameda,2017,2,77,77,2017,5,2,1
127,139,arroyo seco elementary,Alameda,2018,2,77,77,2018,5,2,1
128,139,arroyo seco elementary,Alameda,2019,2,77,77,2019,5,2,1
129,139,arroyo seco elementary,Alameda,2020,2,77,77,2020,5,2,1
130,139,arroyo seco elementary,Alameda,2021,2,77,77,2021,5,2,1
131,139,arroyo seco elementary,Alameda,2022,2,77,77,2022,5,2,1
132,146,ascend,Alameda,2013,2,78,78,2013,5,2,1
133,146,ascend,Alameda,2014,2,78,78,2014,5,2,1
134,146,ascend,Alameda,2015,2,78,78,2015,5,2,1
135,146,ascend,Alameda,2016,2,78,78,2016,5,2,1
136,146,ascend,Alameda,2017,2,78,78,2017,5,2,1
137,146,ascend,Alameda,2018,2,78,78,2018,5,2,1
138,146,ascend,Alameda,2019,2,78,78,2019,5,2,1
139,146,ascend,Alameda,2020,2,78,78,2020,5,2,1
140,146,ascend,Alameda,2021,2,78,78,2021,5,2,1
141,146,ascend,Alameda,2022,2,78,78,2022,5,2,1
142,149,aspire berkley maynard academy,Alameda,2013,2,79,79,2013,5,2,1
143,149,aspire berkley maynard academy,Alameda,2014,2,79,79,2014,5,2,1
144,149,aspire berkley maynard academy,Alameda,2015,2,79,79,2015,5,2,1
145,149,aspire berkley maynard academy,Alameda,2016,2,79,79,2016,5,2,1
146,149,aspire berkley maynard academy,Alameda,2017,2,79,79,2017,5,2,1
147,149,aspire berkley maynard academy,Alameda,2018,2,79,79,2018,5,2,1
148,149,aspire berkley maynard academy,Alameda,2019,2,79,79,2019,5,2,1
149,149,aspire berkley maynard academy,Alameda,2020,2,79,79,2020,5,2,1
150,149,aspire berkley maynard academy,Alameda,2021,2,79,79,2021,5,2,1
151,149,aspire berkley maynard academy,Alameda,2022,2,79,79,2022,5,2,1
152,151,aspire college academy,Alameda,2013,2,80,80,2013,5,2,1
153,151,aspire millsmont academy,Alameda,2013,2,80,80,2013,5,2,1
154,151,aspire college academy,Alameda,2014,2,80,80,2014,5,2,1
155,151,aspire college academy,Alameda,2015,2,80,80,2015,5,2,1
156,151,aspire college academy,Alameda,2016,2,80,80,2016,5,2,1
157,151,aspire college academy,Alameda,2017,2,80,80,2017,5,2,1
158,151,aspire college academy,Alameda,2018,2,80,80,2018,5,2,1
159,151,aspire college academy,Alameda,2019,2,80,80,2019,5,2,1
160,151,aspire college academy,Alameda,2020,2,80,80,2020,5,2,1
161,151,aspire college academy,Alameda,2021,2,80,80,2021,5,2,1
162,151,aspire college academy,Alameda,2022,2,80,80,2022,5,2,1
163,152,aspire eres academy,Alameda,2013,2,81,81,2013,5,2,1
164,152,aspire eres academy,Alameda,2014,2,81,81,2014,5,2,1
165,152,aspire eres academy,Alameda,2015,2,81,81,2015,5,2,1
166,152,aspire eres academy,Alameda,2016,2,81,81,2016,5,2,1
167,152,aspire eres academy,Alameda,2017,2,81,81,2017,5,2,1
168,152,aspire eres academy,Alameda,2018,2,81,81,2018,5,2,1
169,152,aspire eres academy,Alameda,2019,2,81,81,2019,5,2,1
170,152,aspire eres academy,Alameda,2020,2,81,81,2020,5,2,1
171,155,aspire monarch academy,Alameda,2013,2,82,82,2013,5,2,1
172,155,aspire monarch academy,Alameda,2014,2,82,82,2014,5,2,1
173,155,aspire monarch academy,Alameda,2015,2,82,82,2015,5,2,1
174,155,aspire monarch academy,Alameda,2016,2,82,82,2016,5,2,1
175,155,aspire monarch academy,Alameda,2017,2,82,82,2017,5,2,1
176,155,aspire monarch academy,Alameda,2018,2,82,82,2018,5,2,1
177,155,aspire monarch academy,Alameda,2019,2,82,82,2019,5,2,1
178,155,aspire monarch academy,Alameda,2020,2,82,82,2020,5,2,1
179,155,aspire monarch academy,Alameda,2021,2,82,82,2021,5,2,1
180,155,aspire monarch academy,Alameda,2022,2,82,82,2022,5,2,1
181,156,aspire triumph technology academy,Alameda,2014,2,83,83,2014,5,2,1
182,156,aspire triumph technology academy,Alameda,2015,2,83,83,2015,5,2,1
183,156,aspire triumph technology academy,Alameda,2016,2,83,83,2016,5,2,1
184,156,aspire triumph technology academy,Alameda,2017,2,83,83,2017,5,2,1
185,156,aspire triumph technology academy,Alameda,2018,2,83,83,2018,5,2,1
186,156,aspire triumph technology academy,Alameda,2019,2,83,83,2019,5,2,1
187,156,aspire triumph technology academy,Alameda,2020,2,83,83,2020,5,2,1
188,156,aspire triumph technology academy,Alameda,2021,2,83,83,2021,5,2,1
189,156,aspire triumph technology academy,Alameda,2022,2,83,83,2022,5,2,1
190,161,assumption,Alameda,2013,2,84,84,2013,5,2,1
191,161,assumption,Alameda,2015,2,84,84,2015,5,2,1
192,161,assumption,Alameda,2020,2,84,84,2020,5,2,1
193,161,assumption,Alameda,2021,2,84,84,2021,5,2,1
194,161,assumption,Alameda,2022,2,84,84,2022,5,2,1
195,164,august schilling elementary,Alameda,2013,2,85,85,2013,5,2,1
196,164,august schilling elementary,Alameda,2014,2,85,85,2014,5,2,1
197,164,august schilling elementary,Alameda,2015,2,85,85,2015,5,2,1
198,164,august schilling elementary,Alameda,2016,2,85,85,2016,5,2,1
199,164,august schilling elementary,Alameda,2017,2,85,85,2017,5,2,1
200,164,august schilling elementary,Alameda,2018,2,85,85,2018,5,2,1
201,164,august schilling elementary,Alameda,2019,2,85,85,2019,5,2,1
202,164,august schilling elementary,Alameda,2020,2,85,85,2020,5,2,1
203,164,august schilling elementary,Alameda,2021,2,85,85,2021,5,2,1
204,164,august schilling elementary,Alameda,2022,2,85,85,2022,5,2,1
205,167,aurora school,Alameda,2013,2,86,86,2013,5,2,1
206,167,aurora school,Alameda,2014,2,86,86,2014,5,2,1
207,167,aurora school,Alameda,2015,2,86,86,2015,5,2,1
208,167,aurora school,Alameda,2016,2,86,86,2016,5,2,1
209,177,basis independent fremont,Alameda,2016,2,87,87,2016,5,2,1
210,177,basis independent fremont,Alameda,2017,2,87,87,2017,5,2,1
211,177,basis independent fremont,Alameda,2018,2,87,87,2018,5,2,1
212,177,basis independent fremont,Alameda,2019,2,87,87,2019,5,2,1
213,177,basis independent fremont,Alameda,2020,2,87,87,2020,5,2,1
214,177,basis independent fremont,Alameda,2021,2,87,87,2021,5,2,1
215,177,basis independent fremont,Alameda,2022,2,87,87,2022,5,2,1
216,180,bay elementary,Alameda,2013,2,88,88,2013,5,2,1
217,180,bay elementary,Alameda,2014,2,88,88,2014,5,2,1
218,180,bay elementary,Alameda,2015,2,88,88,2015,5,2,1
219,180,bay elementary,Alameda,2016,2,88,88,2016,5,2,1
220,180,bay elementary,Alameda,2017,2,88,88,2017,5,2,1
221,180,bay elementary,Alameda,2018,2,88,88,2018,5,2,1
222,180,bay elementary,Alameda,2019,2,88,88,2019,5,2,1
223,180,bay elementary,Alameda,2020,2,88,88,2020,5,2,1
224,180,bay elementary,Alameda,2021,2,88,88,2021,5,2,1
225,180,bay elementary,Alameda,2022,2,88,88,2022,5,2,1
226,188,bay farm elementary,Alameda,2013,2,89,89,2013,5,2,1
227,188,bay farm,Alameda,2014,2,89,89,2014,5,2,1
228,188,bay farm,Alameda,2015,2,89,89,2015,5,2,1
229,188,bay farm,Alameda,2016,2,89,89,2016,5,2,1
230,188,bay farm,Alameda,2017,2,89,89,2017,5,2,1
231,188,bay farm,Alameda,2018,2,89,89,2018,5,2,1
232,188,bay farm,Alameda,2019,2,89,89,2019,5,2,1
233,188,bay farm,Alameda,2020,2,89,89,2020,5,2,1
234,188,bay farm,Alameda,2021,2,89,89,2021,5,2,1
235,188,bay farm,Alameda,2022,2,89,89,2022,5,2,1
236,200,beach elementary,Alameda,2013,2,90,90,2013,5,2,1
237,200,beach elementary,Alameda,2014,2,90,90,2014,5,2,1
238,200,beach elementary,Alameda,2015,2,90,90,2015,5,2,1
239,200,beach elementary,Alameda,2016,2,90,90,2016,5,2,1
240,200,beach elementary,Alameda,2017,2,90,90,2017,5,2,1
241,200,beach elementary,Alameda,2018,2,90,90,2018,5,2,1
242,200,beach elementary,Alameda,2019,2,90,90,2019,5,2,1
243,200,beach elementary,Alameda,2020,2,90,90,2020,5,2,1
244,200,beach elementary,Alameda,2021,2,90,90,2021,5,2,1
245,200,beach elementary,Alameda,2022,2,90,90,2022,5,2,1
246,201,beacon school,Alameda,2013,2,91,91,2013,5,2,1
247,202,bella vista elementary,Alameda,2013,2,92,92,2013,5,2,1
248,202,bella vista elementary,Alameda,2014,2,92,92,2014,5,2,1
249,202,bella vista elementary,Alameda,2015,2,92,92,2015,5,2,1
250,202,bella vista elementary,Alameda,2016,2,92,92,2016,5,2,1
251,202,bella vista elementary,Alameda,2017,2,92,92,2017,5,2,1
252,202,bella vista elementary,Alameda,2018,2,92,92,2018,5,2,1
253,202,bella vista elementary,Alameda,2019,2,92,92,2019,5,2,1
254,202,bella vista elementary,Alameda,2020,2,92,92,2020,5,2,1
255,202,bella vista elementary,Alameda,2021,2,92,92,2021,5,2,1
256,202,bella vista elementary,Alameda,2022,2,92,92,2022,5,2,1
257,204,bentley,Alameda,2013,2,93,93,2013,5,2,1
258,204,bentley,Alameda,2014,2,93,93,2014,5,2,1
259,204,bentley,Alameda,2015,2,93,93,2015,5,2,1
260,204,bentley,Alameda,2016,2,93,93,2016,5,2,1
261,204,bentley school,Alameda,2017,2,93,93,2017,5,2,1
262,204,bentley school,Alameda,2018,2,93,93,2018,5,2,1
263,204,bentley school,Alameda,2019,2,93,93,2019,5,2,1
264,204,bentley school,Alameda,2020,2,93,93,2020,5,2,1
265,204,bentley school,Alameda,2021,2,93,93,2021,5,2,1
266,204,bentley school,Alameda,2022,2,93,93,2022,5,2,1
267,206,the berkeley school,Alameda,2013,2,94,94,2013,5,2,1
268,206,the berkeley school,Alameda,2014,2,94,94,2014,5,2,1
269,206,the berkeley school,Alameda,2015,2,94,94,2015,5,2,1
270,206,the berkeley school,Alameda,2016,2,94,94,2016,5,2,1
271,206,the berkeley school,Alameda,2017,2,94,94,2017,5,2,1
272,210,berkeley arts magnet at whittier,Alameda,2013,2,95,95,2013,5,2,1
273,210,berkeley arts magnet at whittier,Alameda,2015,2,95,95,2015,5,2,1
274,210,berkeley arts magnet at whittier,Alameda,2016,2,95,95,2016,5,2,1
275,210,berkeley arts magnet at whittier,Alameda,2017,2,95,95,2017,5,2,1
276,210,berkeley arts magnet at whittier,Alameda,2018,2,95,95,2018,5,2,1
277,210,berkeley arts magnet at whittier,Alameda,2019,2,95,95,2019,5,2,1
278,210,berkeley arts magnet at whittier,Alameda,2020,2,95,95,2020,5,2,1
279,210,berkeley arts magnet at whittier,Alameda,2021,2,95,95,2021,5,2,1
280,210,berkeley arts magnet at whittier,Alameda,2022,2,95,95,2022,5,2,1
281,214,berkeley rose school,Alameda,2013,2,96,96,2013,5,2,1
282,214,berkeley rose school,Alameda,2014,2,96,96,2014,5,2,1
283,214,berkeley rose school,Alameda,2015,2,96,96,2015,5,2,1
284,214,berkeley rose school,Alameda,2016,2,96,96,2016,5,2,1
285,214,berkeley rose school,Alameda,2017,2,96,96,2017,5,2,1
286,214,berkeley rose waldorf school,Alameda,2018,2,96,96,2018,5,2,1
287,214,berkeley rose waldorf school,Alameda,2019,2,96,96,2019,5,2,1
288,214,berkeley rose waldorf school,Alameda,2021,2,96,96,2021,5,2,1
289,214,berkeley rose waldorf school,Alameda,2022,2,96,96,2022,5,2,1
290,221,berkwood hedge,Alameda,2013,2,97,97,2013,5,2,1
291,221,berkwood hedge,Alameda,2014,2,97,97,2014,5,2,1
292,221,berkwood hedge,Alameda,2015,2,97,97,2015,5,2,1
293,235,birch grove primary,Alameda,2017,2,98,98,2017,5,2,1
294,235,birch grove primary,Alameda,2018,2,98,98,2018,5,2,1
295,235,birch grove primary,Alameda,2019,2,98,98,2019,5,2,1
296,235,birch grove primary,Alameda,2020,2,98,98,2020,5,2,1
297,235,birch grove primary,Alameda,2021,2,98,98,2021,5,2,1
298,235,birch grove primary,Alameda,2022,2,98,98,2022,5,2,1
299,239,black pine circle school,Alameda,2013,2,99,99,2013,5,2,1
300,239,black pine circle school,Alameda,2015,2,99,99,2015,5,2,1
301,239,black pine circle school,Alameda,2016,2,99,99,2016,5,2,1
302,239,black pine circle school,Alameda,2018,2,99,99,2018,5,2,1
303,239,black pine circle school,Alameda,2019,2,99,99,2019,5,2,1
304,239,black pine circle school,Alameda,2020,2,99,99,2020,5,2,1
305,243,bowman elementary,Alameda,2013,2,100,100,2013,5,2,1
306,243,bowman elementary,Alameda,2014,2,100,100,2014,5,2,1
307,243,bowman elementary,Alameda,2015,2,100,100,2015,5,2,1
308,243,bowman elementary,Alameda,2016,2,100,100,2016,5,2,1
309,243,bowman elementary,Alameda,2017,2,100,100,2017,5,2,1
310,243,bowman elementary,Alameda,2018,2,100,100,2018,5,2,1
311,243,bowman elementary,Alameda,2019,2,100,100,2019,5,2,1
312,243,bowman elementary,Alameda,2020,2,100,100,2020,5,2,1
313,243,bowman elementary,Alameda,2021,2,100,100,2021,5,2,1
314,250,bridges academy,Alameda,2013,2,101,101,2013,5,2,1
315,250,bridges academy,Alameda,2014,2,101,101,2014,5,2,1
316,250,bridges academy,Alameda,2015,2,101,101,2015,5,2,1
317,250,bridges academy,Alameda,2016,2,101,101,2016,5,2,1
318,250,bridges academy,Alameda,2017,2,101,101,2017,5,2,1
319,250,bridges academy,Alameda,2018,2,101,101,2018,5,2,1
320,250,bridges academy,Alameda,2019,2,101,101,2019,5,2,1
321,250,bridges academy,Alameda,2020,2,101,101,2020,5,2,1
322,250,bridges @ melrose academy,Alameda,2021,2,101,101,2021,5,2,1
323,250,bridges @ melrose academy elementary,Alameda,2022,2,101,101,2022,5,2,1
324,251,brier elementary,Alameda,2013,2,102,102,2013,5,2,1
325,251,brier elementary,Alameda,2014,2,102,102,2014,5,2,1
326,251,brier elementary,Alameda,2015,2,102,102,2015,5,2,1
327,251,brier elementary,Alameda,2016,2,102,102,2016,5,2,1
328,251,brier elementary,Alameda,2017,2,102,102,2017,5,2,1
329,251,brier elementary,Alameda,2018,2,102,102,2018,5,2,1
330,251,brier elementary,Alameda,2019,2,102,102,2019,5,2,1
331,251,brier elementary,Alameda,2020,2,102,102,2020,5,2,1
332,251,brier elementary,Alameda,2021,2,102,102,2021,5,2,1
333,251,brier elementary,Alameda,2022,2,102,102,2022,5,2,1
334,259,brookfield elementary,Alameda,2013,2,103,103,2013,5,2,1
335,259,brookfield elementary,Alameda,2014,2,103,103,2014,5,2,1
336,259,brookfield elementary,Alameda,2015,2,103,103,2015,5,2,1
337,259,brookfield elementary,Alameda,2016,2,103,103,2016,5,2,1
338,259,brookfield elementary,Alameda,2017,2,103,103,2017,5,2,1
339,259,brookfield elementary,Alameda,2018,2,103,103,2018,5,2,1
340,259,brookfield elementary,Alameda,2019,2,103,103,2019,5,2,1
341,259,brookfield elementary,Alameda,2020,2,103,103,2020,5,2,1
342,259,brookfield elementary,Alameda,2021,2,103,103,2021,5,2,1
343,259,brookfield elementary,Alameda,2022,2,103,103,2022,5,2,1
344,262,brookvale elementary,Alameda,2013,2,104,104,2013,5,2,1
345,262,brookvale elementary,Alameda,2014,2,104,104,2014,5,2,1
346,262,brookvale elementary,Alameda,2015,2,104,104,2015,5,2,1
347,262,brookvale elementary,Alameda,2016,2,104,104,2016,5,2,1
348,262,brookvale elementary,Alameda,2017,2,104,104,2017,5,2,1
349,262,brookvale elementary,Alameda,2018,2,104,104,2018,5,2,1
350,262,brookvale elementary,Alameda,2019,2,104,104,2019,5,2,1
351,262,brookvale elementary,Alameda,2020,2,104,104,2020,5,2,1
352,262,brookvale elementary,Alameda,2021,2,104,104,2021,5,2,1
353,262,brookvale elementary,Alameda,2022,2,104,104,2022,5,2,1
354,267,burbank elementary,Alameda,2013,2,105,105,2013,5,2,1
355,267,burbank elementary,Alameda,2014,2,105,105,2014,5,2,1
356,267,burbank elementary,Alameda,2015,2,105,105,2015,5,2,1
357,267,burbank elementary,Alameda,2016,2,105,105,2016,5,2,1
358,267,burbank elementary,Alameda,2017,2,105,105,2017,5,2,1
359,267,burbank elementary,Alameda,2018,2,105,105,2018,5,2,1
360,267,burbank elementary,Alameda,2019,2,105,105,2019,5,2,1
361,267,burbank elementary,Alameda,2020,2,105,105,2020,5,2,1
362,267,burbank elementary,Alameda,2021,2,105,105,2021,5,2,1
363,267,burbank elementary,Alameda,2022,2,105,105,2022,5,2,1
364,273,burckhalter elementary,Alameda,2013,2,106,106,2013,5,2,1
365,273,burckhalter elementary,Alameda,2014,2,106,106,2014,5,2,1
366,273,burckhalter elementary,Alameda,2015,2,106,106,2015,5,2,1
367,273,burckhalter elementary,Alameda,2016,2,106,106,2016,5,2,1
368,273,burckhalter elementary,Alameda,2017,2,106,106,2017,5,2,1
369,273,burckhalter elementary,Alameda,2018,2,106,106,2018,5,2,1
370,273,burckhalter elementary,Alameda,2019,2,106,106,2019,5,2,1
371,273,burckhalter elementary,Alameda,2021,2,106,106,2021,5,2,1
372,273,burckhalter elementary,Alameda,2022,2,106,106,2022,5,2,1
373,282,cabrillo elementary,Alameda,2013,2,107,107,2013,5,2,1
374,282,cabrillo elementary,Alameda,2014,2,107,107,2014,5,2,1
375,282,cabrillo elementary,Alameda,2015,2,107,107,2015,5,2,1
376,282,cabrillo elementary,Alameda,2016,2,107,107,2016,5,2,1
377,282,cabrillo elementary,Alameda,2017,2,107,107,2017,5,2,1
378,282,cabrillo elementary,Alameda,2018,2,107,107,2018,5,2,1
379,282,cabrillo elementary,Alameda,2019,2,107,107,2019,5,2,1
380,282,cabrillo elementary,Alameda,2020,2,107,107,2020,5,2,1
381,282,cabrillo elementary,Alameda,2021,2,107,107,2021,5,2,1
382,282,cabrillo elementary,Alameda,2022,2,107,107,2022,5,2,1
383,285,california crosspoint academy,Alameda,2021,2,108,108,2021,5,2,1
384,285,california crosspoint academy,Alameda,2022,2,108,108,2022,5,2,1
385,288,california school for the deaf-fremont,Alameda,2013,2,109,109,2013,5,2,1
386,288,california school for the deaf-fremont,Alameda,2015,2,109,109,2015,5,2,1
387,288,california school for the deaf-fremont,Alameda,2022,2,109,109,2022,5,2,1
388,290,calvary lutheran elementary,Alameda,2013,2,110,110,2013,5,2,1
389,290,calvary lutheran elementary,Alameda,2015,2,110,110,2015,5,2,1
390,303,carl b. munck elementary,Alameda,2013,2,111,111,2013,5,2,1
391,303,carl b. munck elementary,Alameda,2014,2,111,111,2014,5,2,1
392,303,carl b. munck elementary,Alameda,2015,2,111,111,2015,5,2,1
393,303,carl b. munck elementary,Alameda,2016,2,111,111,2016,5,2,1
394,303,carl b. munck elementary,Alameda,2017,2,111,111,2017,5,2,1
395,303,carl b. munck elementary,Alameda,2018,2,111,111,2018,5,2,1
396,303,carl b. munck elementary,Alameda,2019,2,111,111,2019,5,2,1
397,303,carl b. munck elementary,Alameda,2020,2,111,111,2020,5,2,1
398,303,carl b. munck elementary,Alameda,2021,2,111,111,2021,5,2,1
