school_id,year,school_name,county_name,enrollment,current,med_exempt,rel_exempt,school_type,school_level,excluded_note,addr_clean,city,zip,state,business_status,lat,lon
108,2013,amelia earhart elementary,alameda,99,86,0,0,public,NA,NA,400 packet landing rd,Alameda,94502,ca,operational,37.744499,-122.238091
108,2015,amelia earhart elementary,alameda,137,134,0,0,public,NA,NA,400 packet landing rd,Alameda,94502,ca,operational,37.744499,-122.238091
368,2015,chinese christian schools-alameda,alameda,47,47,0,0,private,NA,NA,1801 n loop rd,alameda,94502,ca,operational,37.7273199,-122.2386101
465,2013,donlon elementary,alameda,118,115,0,0,public,NA,NA,4150 dorman rd,Pleasanton,94588,ca,operational,37.684082,-121.909264
9771,2013,"gooden school, the",los angeles,11,10,0,0,private,NA,NA,192 n baldwin ave,Sierra Madre,91024,ca,operational,34.16518,-118.051941
9771,2014,"gooden school, the",los angeles,14,13,0,0,private,NA,NA,192 n baldwin ave,Sierra Madre,91024,ca,operational,34.16518,-118.051941
9771,2015,"gooden school, the",los angeles,13,13,0,0,private,NA,NA,192 n baldwin ave,Sierra Madre,91024,ca,operational,34.16518,-118.051941
465,2014,donlon elementary,alameda,112,110,0,0,public,NA,NA,4150 dorman rd,Pleasanton,94588,ca,operational,37.684082,-121.909264
13647,2013,sierra madre elementary,los angeles,95,73,1,0,public,NA,NA,141 w highland ave,Sierra Madre,91024,ca,operational,34.164955,-118.055565
13647,2014,sierra madre elementary,los angeles,102,100,0,0,public,NA,NA,141 w highland ave,Sierra Madre,91024,ca,operational,34.164955,-118.055565
13647,2015,sierra madre elementary,los angeles,86,78,1,0,public,NA,NA,141 w highland ave,Sierra Madre,91024,ca,operational,34.164955,-118.055565
465,2015,donlon elementary,alameda,123,120,0,0,public,NA,NA,4150 dorman rd,Pleasanton,94588,ca,operational,37.684082,-121.909264
14050,2013,st. rita catholic school,los angeles,34,26,1,0,private,NA,NA,322 n baldwin ave,Sierra Madre,91024,ca,operational,34.16787,-118.052048
14050,2014,st. rita catholic school,los angeles,35,30,0,0,private,NA,NA,322 n baldwin ave,Sierra Madre,91024,ca,operational,34.16787,-118.052048
14050,2015,st. rita catholic school,los angeles,25,25,0,0,private,NA,NA,322 n baldwin ave,Sierra Madre,91024,ca,operational,34.16787,-118.052048
7022,2013,alvarado elementary,los angeles,69,67,0,0,public,NA,NA,1900 e 21st st,Signal Hill,90755,ca,operational,33.794544,-118.168221
7022,2014,alvarado elementary,los angeles,94,93,0,0,public,NA,NA,1900 e 21st st,Signal Hill,90755,ca,operational,33.794544,-118.168221
7022,2015,alvarado elementary,los angeles,76,74,0,0,public,NA,NA,1900 e 21st st,Signal Hill,90755,ca,operational,33.794544,-118.168221
13663,2013,signal hill elementary,los angeles,110,107,0,0,public,NA,NA,2285 walnut ave,Signal Hill,90755,ca,operational,33.798668,-118.172569
13663,2014,signal hill elementary,los angeles,158,143,0,0,public,NA,NA,2285 walnut ave,Signal Hill,90755,ca,operational,33.798668,-118.172569
13663,2015,signal hill elementary,los angeles,128,125,0,1,public,NA,NA,2285 walnut ave,Signal Hill,90755,ca,operational,33.798668,-118.172569
7776,2013,california virtual academy @ los angeles,los angeles,165,98,0,0,private,NA,NA,50 moreland rd,simi valley,93065,ca,operational,34.276156,-118.7980284
7776,2014,california virtual academy los angeles,los angeles,166,117,0,36,private,NA,NA,50 moreland rd,simi valley,93065,ca,operational,34.276156,-118.7980284
7776,2015,california virtual academy los angeles,los angeles,111,91,0,8,private,NA,NA,50 moreland rd,simi valley,93065,ca,operational,34.276156,-118.7980284
14641,2013,iq academy california-los angeles,los angeles,20,12,0,0,charter,NA,NA,32248 crown valley rd,acton,93510,ca,operational,34.472692,-118.196581
14641,2014,iq academy california-los angeles,los angeles,23,17,0,3,charter,NA,NA,32248 crown valley rd,acton,93510,ca,operational,34.472692,-118.196581
14641,2015,iq academy california-los angeles,los angeles,20,16,0,4,charter,NA,NA,32248 crown valley rd,acton,93510,ca,operational,34.472692,-118.196581
9175,2013,epiphany catholic,los angeles,19,19,0,0,private,NA,NA,10915 michael hunt dr,South El Monte,91733,ca,operational,34.046177,-118.040932
9175,2014,epiphany catholic,los angeles,14,13,1,0,private,NA,NA,10915 michael hunt dr,South El Monte,91733,ca,operational,34.046177,-118.040932
9175,2015,epiphany catholic,los angeles,16,16,0,0,private,NA,NA,10915 michael hunt dr,South El Monte,91733,ca,operational,34.046177,-118.040932
582,2013,fairlands elementary,alameda,115,114,0,0,public,NA,NA,4151 w las positas blvd,Pleasanton,94588,ca,operational,37.69236,-121.873955
12176,2013,new temple,los angeles,123,123,0,0,public,NA,NA,11033 central ave,South El Monte,91733,ca,operational,34.04187,-118.042938
12176,2014,new temple,los angeles,130,130,0,0,public,NA,NA,11033 central ave,South El Monte,91733,ca,operational,34.04187,-118.042938
12176,2015,new temple,los angeles,115,114,0,0,public,NA,NA,11033 central ave,South El Monte,91733,ca,operational,34.04187,-118.042938
582,2014,fairlands elementary,alameda,140,138,0,0,public,NA,NA,4151 w las positas blvd,Pleasanton,94588,ca,operational,37.69236,-121.873955
7244,2013,aspire firestone academy,los angeles,78,75,1,0,charter,NA,NA,8929 kauffman ave,South Gate,90280,ca,operational,33.951733,-118.189445
7244,2014,aspire firestone academy,los angeles,56,56,0,0,charter,NA,NA,8929 kauffman ave,South Gate,90280,ca,operational,33.951733,-118.189445
7244,2015,aspire firestone academy,los angeles,85,85,0,0,charter,NA,NA,8929 kauffman ave,South Gate,90280,ca,operational,33.951733,-118.189445
582,2015,fairlands elementary,alameda,150,146,2,0,public,NA,NA,4151 w las positas blvd,Pleasanton,94588,ca,operational,37.69236,-121.873955
7245,2013,aspire gateway academy,los angeles,53,53,0,0,charter,NA,NA,8929 kauffman ave,South Gate,90280,ca,operational,33.951733,-118.189445
7245,2014,aspire gateway academy,los angeles,77,76,0,1,charter,NA,NA,8929 kauffman ave,South Gate,90280,ca,operational,33.951733,-118.189445
7245,2015,aspire gateway academy,los angeles,58,57,1,0,charter,NA,NA,8929 kauffman ave,South Gate,90280,ca,operational,33.951733,-118.189445
7665,2013,bryson avenue elementary,los angeles,157,151,1,0,public,NA,NA,4470 missouri ave,South Gate,90280,ca,operational,33.944744,-118.192657
7665,2014,bryson avenue elementary,los angeles,144,112,0,0,public,NA,NA,4470 missouri ave,South Gate,90280,ca,operational,33.944744,-118.192657
7665,2015,bryson avenue elementary,los angeles,148,113,0,1,public,NA,NA,4470 missouri ave,South Gate,90280,ca,operational,33.944744,-118.192657
10146,2013,hollydale,los angeles,101,94,0,0,public,NA,NA,5511 century blvd,South Gate,90280,ca,operational,33.918354,-118.173157
10146,2014,hollydale,los angeles,98,98,0,0,public,NA,NA,5511 century blvd,South Gate,90280,ca,operational,33.918354,-118.173157
10146,2015,hollydale,los angeles,107,100,0,1,public,NA,NA,5511 century blvd,South Gate,90280,ca,operational,33.918354,-118.173157
10330,2013,independence elementary,los angeles,147,146,0,0,public,NA,NA,8435 victoria ave,South Gate,90280,ca,operational,33.958778,-118.2099
10330,2014,independence elementary,los angeles,120,106,0,0,public,NA,NA,8435 victoria ave,South Gate,90280,ca,operational,33.958778,-118.2099
10330,2015,independence elementary,los angeles,135,123,0,2,public,NA,NA,8435 victoria ave,South Gate,90280,ca,operational,33.958778,-118.2099
11099,2013,liberty boulevard elementary,los angeles,110,107,0,0,public,NA,NA,2728 liberty blvd,South Gate,90280,ca,operational,33.961334,-118.222046
11099,2014,liberty boulevard elementary,los angeles,90,75,0,0,public,NA,NA,2728 liberty blvd,South Gate,90280,ca,operational,33.961334,-118.222046
11099,2015,liberty boulevard elementary,los angeles,108,100,0,0,public,NA,NA,2728 liberty blvd,South Gate,90280,ca,operational,33.961334,-118.222046
11457,2013,madison elementary,los angeles,132,125,0,0,public,NA,NA,2200 mackay ln,Redondo Beach,90278,ca,operational,33.875191,-118.367882
11457,2014,madison elementary,los angeles,134,128,1,0,public,NA,NA,2200 mackay ln,Redondo Beach,90278,ca,operational,33.875191,-118.367882
11457,2015,madison elementary,los angeles,111,106,2,0,public,NA,NA,2200 mackay ln,Redondo Beach,90278,ca,operational,33.875191,-118.367882
11868,2013,montara avenue elementary,los angeles,137,121,0,0,public,NA,NA,10018 montara ave,South Gate,90280,ca,operational,33.944595,-118.217941
11868,2014,montara avenue elementary,los angeles,129,95,0,0,public,NA,NA,10018 montara ave,South Gate,90280,ca,operational,33.944595,-118.217941
11868,2015,montara avenue elementary,los angeles,128,44,0,0,public,NA,NA,10018 montara ave,South Gate,90280,ca,operational,33.944595,-118.217941
13419,2013,san gabriel avenue elementary,los angeles,119,100,0,0,public,NA,NA,8628 san gabriel ave,South Gate,90280,ca,operational,33.955647,-118.201859
13419,2014,san gabriel avenue elementary,los angeles,126,111,0,0,public,NA,NA,8628 san gabriel ave,South Gate,90280,ca,operational,33.955647,-118.201859
745,2013,henry p. mohr elementary,alameda,114,113,0,0,public,NA,NA,3300 dennis dr,Pleasanton,94588,ca,operational,37.691673,-121.860176
13419,2015,san gabriel avenue elementary,los angeles,120,118,1,0,public,NA,NA,8628 san gabriel ave,South Gate,90280,ca,operational,33.955647,-118.201859
13440,2013,san miguel elementary,los angeles,177,153,0,0,public,NA,NA,9801 san miguel ave,South Gate,90280,ca,operational,33.945602,-118.201149
13440,2014,san miguel elementary,los angeles,185,161,0,0,public,NA,NA,9801 san miguel ave,South Gate,90280,ca,operational,33.945602,-118.201149
13440,2015,san miguel elementary,los angeles,194,186,0,0,public,NA,NA,9801 san miguel ave,South Gate,90280,ca,operational,33.945602,-118.201149
745,2014,henry p. mohr elementary,alameda,100,99,0,0,public,NA,NA,3300 dennis dr,Pleasanton,94588,ca,operational,37.691673,-121.860176
13932,2015,st. helen,los angeles,40,40,0,0,private,NA,NA,9329 madison ave,South Gate,90280,ca,operational,33.950359,-118.214996
14080,2013,stanford primary center,los angeles,159,118,0,0,public,NA,NA,3020 kansas ave,South Gate,90280,ca,operational,33.948483,-118.217621
745,2015,henry p. mohr elementary,alameda,97,96,0,0,public,NA,NA,3300 dennis dr,Pleasanton,94588,ca,operational,37.691673,-121.860176
14080,2014,stanford primary center,los angeles,165,142,0,0,public,NA,NA,3020 kansas ave,South Gate,90280,ca,operational,33.948483,-118.217621
14080,2015,stanford primary center,los angeles,170,45,0,0,public,NA,NA,3020 kansas ave,South Gate,90280,ca,operational,33.948483,-118.217621
14100,2013,state street elementary,los angeles,121,23,0,0,public,NA,NA,3211 santa ana st,South Gate,90280,ca,operational,33.964069,-118.212021
14100,2014,state street elementary,los angeles,116,114,0,1,public,NA,NA,3211 santa ana st,South Gate,90280,ca,operational,33.964069,-118.212021
14100,2015,state street elementary,los angeles,105,53,0,0,public,NA,NA,3211 santa ana st,South Gate,90280,ca,operational,33.964069,-118.212021
14551,2013,tweedy elementary,los angeles,133,131,0,0,public,NA,NA,9724 pinehurst ave,South Gate,90280,ca,operational,33.943115,-118.182434
14551,2014,tweedy elementary,los angeles,142,112,0,0,public,NA,NA,9724 pinehurst ave,South Gate,90280,ca,operational,33.943115,-118.182434
14551,2015,tweedy elementary,los angeles,137,119,0,0,public,NA,NA,9724 pinehurst ave,South Gate,90280,ca,operational,33.943115,-118.182434
14763,2013,victoria avenue elementary,los angeles,100,96,0,0,public,NA,NA,3320 missouri ave,South Gate,90280,ca,operational,33.946117,-118.211174
817,2013,jefferson elementary,alameda,44,43,0,0,public,NA,NA,14300 bancroft ave,San Leandro,94578,ca,operational,37.713394,-122.136353
14763,2014,victoria avenue elementary,los angeles,100,98,0,0,public,NA,NA,3320 missouri ave,South Gate,90280,ca,operational,33.946117,-118.211174
14763,2015,victoria avenue elementary,los angeles,100,100,0,0,public,NA,NA,3320 missouri ave,South Gate,90280,ca,operational,33.946117,-118.211174
15177,2013,willow elementary,los angeles,130,120,0,0,public,NA,NA,2777 willow pl,South Gate,90280,ca,operational,33.955231,-118.221596
15177,2014,willow elementary,los angeles,115,114,0,0,public,NA,NA,2777 willow pl,South Gate,90280,ca,operational,33.955231,-118.221596
15177,2015,willow elementary,los angeles,99,99,0,0,public,NA,NA,2777 willow pl,South Gate,90280,ca,operational,33.955231,-118.221596
7217,2013,arroyo vista elementary,los angeles,94,86,0,0,public,NA,NA,335 el centro st,South Pasadena,91030,ca,operational,34.113148,-118.166939
7217,2014,arroyo vista elementary,los angeles,116,108,0,0,public,NA,NA,335 el centro st,South Pasadena,91030,ca,operational,34.113148,-118.166939
7217,2015,arroyo vista elementary,los angeles,111,106,0,5,public,NA,NA,335 el centro st,South Pasadena,91030,ca,operational,34.113148,-118.166939
10174,2013,holy family,los angeles,35,32,0,0,private,NA,NA,400 s louise st,Glendale,91205,ca,operational,34.141216,-118.252251
10174,2014,holy family,los angeles,36,34,0,0,private,NA,NA,400 s louise st,Glendale,91205,ca,operational,34.141216,-118.252251
10174,2015,holy family,los angeles,30,30,0,0,private,NA,NA,400 s louise st,Glendale,91205,ca,operational,34.141216,-118.252251
11576,2013,marengo elementary,los angeles,144,130,0,0,public,NA,NA,1400 marengo ave,South Pasadena,91030,ca,operational,34.109241,-118.146416
11576,2014,marengo elementary,los angeles,96,92,0,0,public,NA,NA,1400 marengo ave,South Pasadena,91030,ca,operational,34.109241,-118.146416
11576,2015,marengo elementary,los angeles,120,113,0,7,public,NA,NA,1400 marengo ave,South Pasadena,91030,ca,operational,34.109241,-118.146416
11898,2013,monterey hills elementary,los angeles,127,107,0,0,public,NA,NA,1624 via del rey,South Pasadena,91030,ca,operational,34.10379,-118.165298
11898,2014,monterey hills elementary,los angeles,133,122,0,0,public,NA,NA,1624 via del rey,South Pasadena,91030,ca,operational,34.10379,-118.165298
11898,2015,monterey hills elementary,los angeles,169,164,0,4,public,NA,NA,1624 via del rey,South Pasadena,91030,ca,operational,34.10379,-118.165298
13944,2013,st. james parish day school,los angeles,18,18,0,0,private,NA,NA,1325 monterey rd,South Pasadena,91030,ca,operational,34.111755,-118.153618
13944,2014,st. james parish day school,los angeles,11,11,0,0,private,NA,NA,1325 monterey rd,South Pasadena,91030,ca,operational,34.111755,-118.153618
12928,2013,potrero heights elementary,los angeles,71,71,0,0,public,NA,NA,8026 e hill dr,South San Gabriel,91770,ca,operational,34.0452,-118.094398
12928,2014,potrero heights elementary,los angeles,55,55,0,0,public,NA,NA,8026 e hill dr,South San Gabriel,91770,ca,operational,34.0452,-118.094398
12928,2015,potrero heights elementary,los angeles,76,74,0,0,public,NA,NA,8026 e hill dr,South San Gabriel,91770,ca,operational,34.0452,-118.094398
1057,2013,lydiksen elementary,alameda,117,111,0,0,public,NA,NA,7700 highland oaks dr,Pleasanton,94588,ca,operational,37.680653,-121.920647
12827,2013,pico canyon elementary,los angeles,114,104,0,0,public,NA,NA,25255 pico canyon rd,Stevenson Ranch,91381,ca,operational,34.381836,-118.578705
12827,2014,pico canyon elementary,los angeles,125,113,0,0,public,NA,NA,25255 pico canyon rd,Stevenson Ranch,91381,ca,operational,34.381836,-118.578705
12827,2015,pico canyon elementary,los angeles,128,127,0,0,public,NA,NA,25255 pico canyon rd,Stevenson Ranch,91381,ca,operational,34.381836,-118.578705
1057,2014,lydiksen elementary,alameda,110,105,0,0,public,NA,NA,7700 highland oaks dr,Pleasanton,94588,ca,operational,37.680653,-121.920647
14127,2013,stevenson ranch elementary,los angeles,73,70,0,0,public,NA,NA,25820 n carroll ln,Stevenson Ranch,91381,ca,operational,34.390999,-118.596001
14127,2014,stevenson ranch elementary,los angeles,98,90,0,0,public,NA,NA,25820 n carroll ln,Stevenson Ranch,91381,ca,operational,34.390999,-118.596001
1057,2015,lydiksen elementary,alameda,100,98,0,0,public,NA,NA,7700 highland oaks dr,Pleasanton,94588,ca,operational,37.680653,-121.920647
14127,2015,stevenson ranch elementary,los angeles,97,81,0,0,public,NA,NA,25820 n carroll ln,Stevenson Ranch,91381,ca,operational,34.390999,-118.596001
6756,2014,"abc little school, studio city",los angeles,16,14,0,0,private,NA,NA,11728 moorpark st,Los Angeles,91604,ca,operational,34.136627,-118.398781
817,2014,jefferson elementary,alameda,102,79,0,0,public,NA,NA,14300 bancroft ave,San Leandro,94578,ca,operational,37.713394,-122.136353
7917,2013,carpenter community charter,los angeles,182,157,3,0,charter,NA,NA,3909 carpenter ave,Los Angeles,91604,ca,operational,34.141087,-118.392265
7917,2014,carpenter community charter,los angeles,187,167,0,0,charter,NA,NA,3909 carpenter ave,Los Angeles,91604,ca,operational,34.141087,-118.392265
7917,2015,carpenter community charter,los angeles,160,160,0,0,charter,NA,NA,3909 carpenter ave,Los Angeles,91604,ca,operational,34.141087,-118.392265
8027,2013,celerity cardinal charter,los angeles,93,93,0,0,charter,NA,NA,1495 colorado blvd,los angeles,90041,ca,NA,34.139635,-118.197388
8027,2014,celerity cardinal charter,los angeles,66,66,0,0,charter,NA,NA,1495 colorado blvd,los angeles,90041,ca,NA,34.139635,-118.197388
8027,2015,celerity cardinal charter,los angeles,79,79,0,0,charter,NA,NA,1495 colorado blvd,los angeles,90041,ca,NA,34.139635,-118.197388
9323,2013,fernangeles elementary,los angeles,145,141,2,0,public,NA,NA,12001 art st,Los Angeles,91352,ca,operational,34.231026,-118.394653
9323,2014,fernangeles elementary,los angeles,159,157,0,0,public,NA,NA,12001 art st,Los Angeles,91352,ca,operational,34.231026,-118.394653
9323,2015,fernangeles elementary,los angeles,124,124,0,0,public,NA,NA,12001 art st,Los Angeles,91352,ca,operational,34.231026,-118.394653
9712,2013,glenwood elementary,los angeles,86,86,0,0,public,NA,NA,8001 ledge ave,Los Angeles,91352,ca,operational,34.216427,-118.358192
9712,2014,glenwood elementary,los angeles,85,84,0,0,public,NA,NA,8001 ledge ave,Los Angeles,91352,ca,operational,34.216427,-118.358192
9712,2015,glenwood elementary,los angeles,64,64,0,0,public,NA,NA,8001 ledge ave,Los Angeles,91352,ca,operational,34.216427,-118.358192
12543,2013,our lady of the holy rosary,los angeles,28,26,0,0,private,NA,NA,7802 vineland ave,Los Angeles,91352,ca,operational,34.230156,-118.352036
12543,2014,our lady of the holy rosary,los angeles,37,36,0,0,private,NA,NA,7802 vineland ave,Los Angeles,91352,ca,operational,34.230156,-118.352036
12543,2015,our lady of the holy rosary,los angeles,42,22,0,0,private,NA,NA,7802 vineland ave,Los Angeles,91352,ca,operational,34.230156,-118.352036
817,2015,jefferson elementary,alameda,96,88,0,1,public,NA,NA,14300 bancroft ave,San Leandro,94578,ca,operational,37.713394,-122.136353
13291,2013,roscoe elementary,los angeles,124,115,0,0,public,NA,NA,10765 strathern st,Los Angeles,91352,ca,operational,34.215984,-118.366714
13291,2014,roscoe elementary,los angeles,121,117,0,0,public,NA,NA,10765 strathern st,Los Angeles,91352,ca,operational,34.215984,-118.366714
1307,2013,phoebe apperson hearst elementary,alameda,116,107,1,0,public,NA,NA,5301 case ave,Pleasanton,94566,ca,operational,37.652065,-121.885513
13291,2015,roscoe elementary,los angeles,101,92,0,0,public,NA,NA,10765 strathern st,Los Angeles,91352,ca,operational,34.215984,-118.366714
1307,2014,phoebe apperson hearst elementary,alameda,103,102,0,0,public,NA,NA,5301 case ave,Pleasanton,94566,ca,operational,37.652065,-121.885513
14133,2013,stonehurst avenue elementary,los angeles,64,58,0,0,public,NA,NA,9851 stonehurst ave,Los Angeles,91352,ca,operational,34.249149,-118.370033
14133,2014,stonehurst avenue elementary,los angeles,82,82,0,0,public,NA,NA,9851 stonehurst ave,Los Angeles,91352,ca,operational,34.249149,-118.370033
14133,2015,stonehurst avenue elementary,los angeles,49,46,0,0,public,NA,NA,9851 stonehurst ave,Los Angeles,91352,ca,operational,34.249149,-118.370033
1307,2015,phoebe apperson hearst elementary,alameda,93,91,0,0,public,NA,NA,5301 case ave,Pleasanton,94566,ca,operational,37.652065,-121.885513
14783,2013,village christian schools,los angeles,75,69,0,0,private,NA,NA,8930 village ave,Los Angeles,91352,ca,operational,34.230156,-118.352036
14783,2014,village christian schools,los angeles,43,39,0,0,private,NA,NA,8930 village ave,Los Angeles,91352,ca,operational,34.230156,-118.352036
14783,2015,village christian schools,los angeles,54,50,1,0,private,NA,NA,8930 village ave,Los Angeles,91352,ca,operational,34.230156,-118.352036
14813,2013,vinedale elementary,los angeles,41,40,0,0,public,NA,NA,10150 la tuna canyon rd,Los Angeles,91352,ca,operational,34.233887,-118.35218
14813,2014,vinedale elementary,los angeles,36,35,0,0,public,NA,NA,10150 la tuna canyon rd,Los Angeles,91352,ca,operational,34.233887,-118.35218
14813,2015,vinedale elementary,los angeles,28,23,0,0,public,NA,NA,10150 la tuna canyon rd,Los Angeles,91352,ca,operational,34.233887,-118.35218
7148,2013,apperson street elementary,los angeles,68,61,0,0,public,NA,NA,10233 woodward ave,Los Angeles,91040,ca,operational,34.25581,-118.307724
7148,2014,apperson street elementary,los angeles,58,51,0,0,public,NA,NA,10233 woodward ave,Los Angeles,91040,ca,operational,34.25581,-118.307724
7148,2015,apperson street elementary,los angeles,77,65,0,0,public,NA,NA,10233 woodward ave,Los Angeles,91040,ca,operational,34.25581,-118.307724
14189,2013,sunland elementary,los angeles,84,79,0,0,public,NA,NA,8350 hillrose st,Los Angeles,91040,ca,operational,34.262775,-118.31474300000001
14189,2014,sunland elementary,los angeles,61,58,0,0,public,NA,NA,8350 hillrose st,Los Angeles,91040,ca,operational,34.262775,-118.31474300000001
14189,2015,sunland elementary,los angeles,65,64,0,0,public,NA,NA,8350 hillrose st,Los Angeles,91040,ca,operational,34.262775,-118.31474300000001
8917,2013,dyer street elementary,los angeles,135,133,0,0,public,NA,NA,14500 dyer st,Los Angeles,91342,ca,operational,34.300251,-118.447525
8917,2014,dyer street elementary,los angeles,112,112,0,0,public,NA,NA,14500 dyer st,Los Angeles,91342,ca,operational,34.300251,-118.447525
8917,2015,dyer street elementary,los angeles,149,149,0,0,public,NA,NA,14500 dyer st,Los Angeles,91342,ca,operational,34.300251,-118.447525
9058,2013,el dorado avenue elementary,los angeles,101,98,0,0,public,NA,NA,12749 el dorado ave,Los Angeles,91342,ca,operational,34.30146,-118.466064
9058,2014,el dorado avenue elementary,los angeles,90,88,0,0,public,NA,NA,12749 el dorado ave,Los Angeles,91342,ca,operational,34.30146,-118.466064
9058,2015,el dorado avenue elementary,los angeles,100,99,0,0,public,NA,NA,12749 el dorado ave,Los Angeles,91342,ca,operational,34.30146,-118.466064
9980,2013,harding street elementary,los angeles,87,81,0,0,public,NA,NA,13060 harding st,Los Angeles,91342,ca,operational,34.30529,-118.416512
9980,2014,harding street elementary,los angeles,70,63,0,0,public,NA,NA,13060 harding st,Los Angeles,91342,ca,operational,34.30529,-118.416512
9980,2015,harding street elementary,los angeles,79,79,0,0,public,NA,NA,13060 harding st,Los Angeles,91342,ca,operational,34.30529,-118.416512
10084,2013,herrick avenue elementary,los angeles,108,107,1,0,public,NA,NA,13350 herrick ave,Los Angeles,91342,ca,operational,34.314922,-118.464989
10084,2014,herrick avenue elementary,los angeles,104,103,0,0,public,NA,NA,13350 herrick ave,Los Angeles,91342,ca,operational,34.314922,-118.464989
10084,2015,herrick avenue elementary,los angeles,104,103,0,0,public,NA,NA,13350 herrick ave,Los Angeles,91342,ca,operational,34.314922,-118.464989
1588,2013,stratford school,alameda,105,81,0,0,private,NA,NA,4576 willow rd,Pleasanton,94588,ca,operational,37.689877,-121.899216
10251,2013,hubbard street elementary,los angeles,115,109,0,0,public,NA,NA,13325 hubbard st,Los Angeles,91342,ca,operational,34.313503,-118.424316
10251,2014,hubbard street elementary,los angeles,94,87,0,0,public,NA,NA,13325 hubbard st,Los Angeles,91342,ca,operational,34.313503,-118.424316
10251,2015,hubbard street elementary,los angeles,145,144,0,1,public,NA,NA,13325 hubbard st,Los Angeles,91342,ca,operational,34.313503,-118.424316
12515,2013,osceola street elementary,los angeles,67,67,0,0,public,NA,NA,14940 osceola st,Los Angeles,91342,ca,operational,34.290203,-118.456497
1588,2014,stratford school,alameda,106,99,0,0,private,NA,NA,4576 willow rd,Pleasanton,94588,ca,operational,37.689877,-121.899216
12515,2014,osceola street elementary,los angeles,55,52,0,0,public,NA,NA,14940 osceola st,Los Angeles,91342,ca,operational,34.290203,-118.456497
12515,2015,osceola street elementary,los angeles,63,63,0,0,public,NA,NA,14940 osceola st,Los Angeles,91342,ca,operational,34.290203,-118.456497
1588,2015,stratford school,alameda,97,94,0,0,private,NA,NA,4576 willow rd,Pleasanton,94588,ca,operational,37.689877,-121.899216
368,2014,chinese christian schools-alameda,alameda,22,21,0,0,private,NA,NA,1801 n loop rd,alameda,94502,ca,operational,37.7273199,-122.2386101
12984,2014,puc community charter elementary,los angeles,65,49,0,0,charter,NA,NA,14019 sayre st,Los Angeles,91342,ca,operational,34.306492,-118.438766
12984,2015,puc community charter elementary,los angeles,52,38,0,0,charter,NA,NA,14019 sayre st,Los Angeles,91342,ca,operational,34.306492,-118.438766
13904,2013,st. didacus elementary,los angeles,16,15,0,0,private,NA,NA,14325 astoria st,Los Angeles,91342,ca,operational,34.302376,-118.369568
13904,2014,st. didacus elementary,los angeles,24,23,0,0,private,NA,NA,14325 astoria st,Los Angeles,91342,ca,operational,34.302376,-118.369568
13904,2015,st. didacus elementary,los angeles,17,17,0,0,private,NA,NA,14325 astoria st,Los Angeles,91342,ca,operational,34.302376,-118.369568
14267,2013,sylmar elementary,los angeles,136,131,0,0,public,NA,NA,13291 phillippi ave,Los Angeles,91342,ca,operational,34.312447,-118.446983
14267,2014,sylmar elementary,los angeles,92,92,0,0,public,NA,NA,13291 phillippi ave,Los Angeles,91342,ca,operational,34.312447,-118.446983
14267,2015,sylmar elementary,los angeles,114,108,0,1,public,NA,NA,13291 phillippi ave,Los Angeles,91342,ca,operational,34.312447,-118.446983
14270,2013,sylmar leadership academy,los angeles,107,106,0,0,public,NA,NA,14550 bledsoe st,Los Angeles,91342,ca,operational,34.31879,-118.449837
14270,2014,sylmar leadership academy,los angeles,119,118,0,0,public,NA,NA,14550 bledsoe st,Los Angeles,91342,ca,operational,34.31879,-118.449837
14270,2015,sylmar leadership academy,los angeles,103,103,0,0,public,NA,NA,14550 bledsoe st,Los Angeles,91342,ca,operational,34.31879,-118.449837
8799,2015,discovery school,los angeles,14,5,0,0,private,NA,NA,18719 topham st,Los Angeles,91335,ca,operational,34.180889,-118.541161
9586,2015,gan israel hebrew,los angeles,22,20,0,2,private,NA,NA,18181 burbank blvd,Los Angeles,91356,ca,operational,34.172634,-118.528763
11432,2013,lycee international de los angeles???wv,los angeles,17,10,0,0,private,NA,NA,5933 lindley ave,Los Angeles,91356,ca,operational,34.178261,-118.528801
11432,2014,lycee international de los angeles???wv,los angeles,19,8,0,2,private,NA,NA,5933 lindley ave,Los Angeles,91356,ca,operational,34.178261,-118.528801
11432,2015,lycee international de los angelesâwv,los angeles,19,11,0,0,private,NA,NA,5933 lindley ave,Los Angeles,91356,ca,operational,34.178261,-118.528801
12101,2013,nestle avenue charter,los angeles,114,106,0,0,charter,NA,NA,5060 nestle ave,Los Angeles,91356,ca,NA,34.161945,-118.530609
12101,2014,nestle avenue charter,los angeles,115,111,0,0,charter,NA,NA,5060 nestle ave,Los Angeles,91356,ca,NA,34.161945,-118.530609
12101,2015,nestle avenue charter,los angeles,107,105,0,1,charter,NA,NA,5060 nestle ave,Los Angeles,91356,ca,NA,34.161945,-118.530609
1679,2013,valley view elementary,alameda,109,106,0,0,public,NA,NA,480 adams way,Pleasanton,94566,ca,operational,37.660496,-121.862312
14286,2013,tarzana elementary,los angeles,87,80,0,0,public,NA,NA,5726 topeka dr,Los Angeles,91356,ca,operational,34.174999,-118.545776
14286,2014,tarzana elementary,los angeles,72,65,1,0,public,NA,NA,5726 topeka dr,Los Angeles,91356,ca,operational,34.174999,-118.545776
