school_id,year,school_name,county_name,enrollment,current,med_exempt,rel_exempt,school_type,school_level,excluded_note,addr_clean,city,zip,state,business_status,lat,lon
33738,2016,green acres elementary,santa cruz,65,62,2,0,public,NA,NA,966 bostwick ln,Santa Cruz,95062,ca,operational,36.98328,-121.987411
33771,2016,live oak elementary,santa cruz,48,46,0,0,public,NA,NA,1916 capitola rd,Santa Cruz,95062,ca,operational,36.975342,-121.981323
33609,2016,amesti elementary,santa cruz,96,94,0,0,public,NA,NA,25 amesti rd,Watsonville,95076,ca,operational,36.945602,-121.769051
38193,2016,aromas,san benito,37,35,0,0,NA,NA,NA,365 vega st,aromas,95004,ca,operational,36.8906413,-121.6443532
33637,2016,bradley elementary,santa cruz,63,62,0,0,public,NA,NA,321 corralitos rd,Watsonville,95076,ca,operational,36.975883,-121.807503
33652,2016,calabasas elementary,santa cruz,97,95,0,0,public,NA,NA,202 calabasas rd,Watsonville,95076,ca,operational,36.944447,-121.793266
33726,2016,freedom elementary,santa cruz,172,170,0,0,public,NA,NA,25 holly dr,Freedom,95019,ca,operational,36.930672,-121.78112
33742,2016,h. a. hyde elementary,santa cruz,89,87,0,0,public,NA,NA,125 alta vista ave,Watsonville,95076,ca,operational,36.926197,-121.769035
38226,2016,hall district elementary,santa cruz,116,115,0,0,public,Elementary,NA,300 sill rd,watsonville,95076,ca,operational,36.8655786,-121.7229231
33766,2016,linscott charter,santa cruz,22,21,0,0,charter,NA,NA,220 elm st,Watsonville,95076,ca,operational,36.910465,-121.750092
33786,2016,mar vista elementary,santa cruz,91,89,0,0,public,NA,NA,6860 soquel dr,Aptos,95003,ca,operational,36.985218,-121.919395
33801,2016,mintie white elementary,santa cruz,142,141,0,0,public,NA,NA,515 palm ave,Watsonville,95076,ca,operational,36.919792,-121.754097
33869,2016,rio del mar elementary,santa cruz,72,68,0,0,public,NA,NA,819 pinehurst dr,Aptos,95003,ca,operational,36.959815999999996,-121.876366
5140,2014,redwood christian,humboldt,10,9,0,0,private,NA,NA,2039 e st,Eureka,95501,ca,operational,40.788948,-124.164284
33956,2016,t. s. macquiddy elementary,santa cruz,101,100,0,0,public,NA,NA,330 martinelli st,Watsonville,95076,ca,operational,36.927086,-121.751961
33969,2016,valencia elementary,santa cruz,98,91,5,0,public,NA,NA,250 apt os school rd,Aptos,95003,ca,NA,36.977154,-121.894859
33604,2016,alianza charter,santa cruz,88,86,0,0,charter,NA,NA,115 casserly rd,Watsonville,95076,ca,operational,36.960716,-121.731491
33635,2016,boulder creek elementary,santa cruz,96,91,0,0,public,NA,NA,400 w lomond st,Boulder Creek,95006,ca,operational,37.122879,-122.125443
33884,2016,san lorenzo valley elementary,santa cruz,95,93,0,0,public,NA,NA,7155 california 9,Felton,95018,ca,NA,37.06385,-122.084846
33624,2016,bay view elementary,santa cruz,86,83,2,0,public,NA,NA,1231 bay st,Santa Cruz,95060,ca,operational,36.965679,-122.039932
33696,2016,de laveaga elementary,santa cruz,115,114,0,0,public,NA,NA,1145 morrissey blvd,Santa Cruz,95065,ca,operational,36.990784,-121.996002
33733,2016,gault elementary,santa cruz,63,61,0,0,public,NA,NA,1320 seabright ave,Santa Cruz,95062,ca,operational,36.976086,-122.008263
33990,2016,westlake elementary,santa cruz,99,92,2,0,public,NA,NA,1000 high st,Santa Cruz,95060,ca,operational,36.97839,-122.049294
33646,2016,brook knoll elementary,santa cruz,94,92,0,0,public,NA,NA,151 brook knoll dr,Santa Cruz,95060,ca,operational,37.016651,-122.030762
5144,2013,ridgewood elementary,humboldt,95,93,0,0,public,NA,NA,2060 ridgewood dr,Eureka,95503,ca,operational,40.732353,-124.146767
33973,2016,vine hill elementary,santa cruz,118,115,2,0,public,NA,NA,151 vine hill school rd,Scotts Valley,95066,ca,operational,37.067764,-121.998848
1123,2014,mission valley elementary,alameda,48,47,0,1,public,NA,NA,41700 denise st,Fremont,94539,ca,operational,37.536373,-121.946243
33906,2016,santa cruz gardens elementary,santa cruz,51,50,1,0,public,NA,NA,8005 winkle ave,Santa Cruz,95065,ca,operational,37.002972,-121.977524
33937,2016,soquel elementary,santa cruz,68,66,0,0,public,NA,NA,2700 porter st,Soquel,95073,ca,operational,36.985607,-121.956909
34025,2016,bella vista elementary,shasta,38,36,0,0,public,NA,NA,22661 old alturas rd,Bella Vista,96008,ca,operational,40.639297,-122.23213199999999
5144,2014,ridgewood elementary,humboldt,105,89,2,0,public,NA,NA,2060 ridgewood dr,Eureka,95503,ca,operational,40.732353,-124.146767
34034,2016,black butte elementary,shasta,27,26,0,0,public,NA,NA,7752 ponderosa way,Shingletown,96088,ca,operational,40.513489,-121.937233
34044,2016,buckeye school of the arts,shasta,92,89,0,0,public,NA,NA,3407 hiatt dr,Redding,96003,ca,operational,40.630707,-122.403793
34201,2016,meadow lane elementary,shasta,148,140,0,0,public,NA,NA,2770 balls ferry rd,Anderson,96007,ca,operational,40.456417,-122.287491
5144,2015,ridgewood elementary,humboldt,105,98,3,0,public,NA,NA,2060 ridgewood dr,Eureka,95503,ca,operational,40.732353,-124.146767
34072,2016,columbia elementary,shasta,117,115,0,0,public,NA,NA,10142 old oregon trl,Redding,96003,ca,operational,40.582195,-122.30854
34006,2016,alta mesa elementary,shasta,57,56,0,0,public,NA,NA,2301 saturn skyway,Redding,96002,ca,operational,40.554852,-122.328598
34182,2016,lassen view elementary,shasta,97,95,0,0,public,NA,NA,705 loma vista dr,Redding,96002,ca,operational,40.548206,-122.359116
34205,2016,mistletoe elementary,shasta,72,71,1,0,public,NA,NA,1225 mistletoe ln,Redding,96002,ca,operational,40.577839,-122.349892
34282,2016,rother elementary,shasta,68,65,0,0,public,NA,NA,795 hartnell ave,Redding,96002,ca,operational,40.563133,-122.357109
34318,2016,shasta meadows elementary,shasta,76,74,0,0,public,NA,NA,2825 yana ave,Redding,96002,ca,operational,40.566586,-122.335625
34046,2016,burney elementary,shasta,74,73,0,0,public,NA,NA,37403 toronto ave,Burney,96013,ca,operational,40.882881,-121.655327
34101,2016,fall river elementary,shasta,52,51,0,0,public,NA,NA,24977 curve st,Fall River Mills,96028,ca,operational,41.006512,-121.440353
34144,2016,grant elementary,shasta,71,68,0,0,public,NA,NA,8835 swasey dr,Redding,96001,ca,operational,40.540508,-122.472504
34173,2016,junction elementary,shasta,33,31,0,0,public,NA,NA,9087 deschutes rd,Palo Cedro,96073,ca,operational,40.551804,-122.236862
34203,2016,millville elementary,shasta,26,24,2,0,public,NA,NA,8570 brookdale rd,Millville,96062,ca,operational,40.55162,-122.169601
34228,2016,north cow creek elementary,shasta,35,32,1,0,public,NA,NA,10619 swede creek rd,Palo Cedro,96073,ca,operational,40.593636,-122.229897
34257,2016,prairie elementary,shasta,65,63,0,0,public,NA,NA,20981 dersch rd,Anderson,96007,ca,operational,40.479805,-122.274948
34036,2016,bonny view elementary,shasta,64,63,0,0,public,NA,NA,5080 bidwell rd,Redding,96001,ca,operational,40.54427,-122.379105
34084,2016,cypress elementary,shasta,47,45,1,0,public,NA,NA,2150 civic center dr,Redding,96001,ca,operational,40.57597,-122.381721
34176,2016,juniper,shasta,23,22,0,0,public,NA,NA,375 ellis st,Redding,96001,ca,operational,40.562733,-122.382263
34194,2016,manzanita elementary,shasta,113,112,1,0,public,NA,NA,1240 manzanita hills ave,Redding,96001,ca,operational,40.581322,-122.412567
34346,2016,sycamore elementary,shasta,36,30,1,0,public,NA,NA,1926 sycamore dr,Redding,96001,ca,operational,40.524441,-122.388687
34292,2016,shasta elementary,shasta,24,20,1,0,public,NA,NA,10446 red bluff rd,Shasta,96087,ca,operational,40.590172,-122.488304
34143,2016,grand oaks elementary,shasta,48,46,0,0,public,NA,NA,5309 grand ave,Shasta Lake,96019,ca,operational,40.683186,-122.351921
1123,2015,mission valley elementary,alameda,72,69,0,1,public,NA,NA,41700 denise st,Fremont,94539,ca,operational,37.536373,-121.946243
34395,2016,big springs elementary,siskiyou,21,20,0,0,public,NA,NA,7405 highway a 12,Montague,96064,ca,operational,41.624619,-122.405693
34406,2016,butteville elementary,siskiyou,23,21,1,0,public,NA,NA,24512 edgewood rd,Weed,96094,ca,operational,41.45734,-122.431465
38256,2013,st. bernard's catholic school,humboldt,13,13,0,0,private,NA,NA,222 dollison st,eureka,95501,ca,operational,40.783606,-124.168
34428,2016,etna elementary,siskiyou,31,28,0,0,public,NA,NA,220 collier way,Etna,96027,ca,operational,41.458241,-122.894936
34448,2016,grenada elementary,siskiyou,36,34,0,0,public,NA,NA,516 shasta blvd,Grenada,96038,ca,operational,41.645222,-122.526047
34450,2016,happy camp elementary,siskiyou,20,19,0,0,public,NA,NA,114 park way,Happy Camp,96039,ca,operational,41.794704,-123.373383
34401,2016,butte valley elementary,siskiyou,27,26,0,0,public,NA,NA,615 w 3rd st,dorris,96023,ca,operational,41.964149,-121.924384
5189,2013,washington elementary,humboldt,99,66,0,0,public,NA,NA,3322 dolbeer st,Eureka,95503,ca,operational,40.778149,-124.142754
34478,2016,mt. shasta elementary,siskiyou,76,74,0,0,public,NA,NA,501 cedar st,Mount Shasta,96067,ca,operational,41.312832,-122.318146
34542,2016,weed elementary,siskiyou,30,28,0,0,public,NA,NA,575 white ave,Weed,96094,ca,NA,41.428165,-122.380051
34777,2016,mary farmar elementary,solano,78,74,2,0,public,NA,NA,901 military w,Benicia,94510,ca,NA,38.062187,-122.1707
34825,2016,robert semple elementary,solano,102,96,0,0,public,NA,NA,2015 e 3rd st,Benicia,94510,ca,operational,38.059013,-122.147995
5189,2015,washington elementary,humboldt,104,94,0,0,public,NA,NA,3322 dolbeer st,Eureka,95503,ca,operational,40.778149,-124.142754
34580,2016,anderson (linford l.) elementary,solano,114,113,0,0,public,NA,NA,415 e c st,Dixon,95620,ca,operational,38.447971,-121.818665
34582,2016,anna kyle elementary,solano,144,137,0,0,public,NA,NA,1600 kidder ave,Fairfield,94533,ca,operational,38.259014,-122.029404
34624,2016,cleo gordon elementary,solano,115,113,0,0,public,NA,NA,1950 dover ave,Fairfield,94533,ca,operational,38.266678,-122.02372
34634,2016,crescent elementary,solano,133,132,0,0,public,NA,NA,1001 anderson dr,Suisun City,94585,ca,operational,38.241539,-122.013733
34651,2016,e. ruth sheldon academy of innovative learning,solano,90,87,0,0,public,NA,NA,1901 woolner ave,Fairfield,94533,ca,operational,38.246025,-122.063606
34678,2016,fairview elementary,solano,128,125,0,0,public,NA,NA,830 1st st,Fairfield,94533,ca,closed_permanently,38.25172,-122.05143
34740,2016,k. i. jones elementary,solano,116,114,0,0,public,NA,NA,2001 winston dr,Fairfield,94534,ca,operational,38.267509,-122.059952
34876,2016,suisun valley elementary,solano,46,44,0,0,public,NA,NA,4985 lambert rd,Fairfield,94534,ca,NA,38.288513,-122.116936
34882,2016,tolenas elementary,solano,73,72,0,0,public,NA,NA,4500 tolenas rd,Fairfield,94533,ca,operational,38.262802,-121.997429
34614,2016,center elementary,solano,67,66,0,0,public,NA,NA,3101 markeley ln,Fairfield,94533,ca,operational,38.282139,-121.955193
34883,2016,travis elementary,solano,101,100,0,0,public,NA,NA,100 fairfield ave,Fairfield,94535,ca,operational,38.270599,-121.956596
34572,2016,alamo elementary,solano,86,84,0,0,public,NA,NA,500 s orchard ave,Vacaville,95688,ca,operational,38.352001,-122.002403
34655,2016,edwin markham elementary,solano,171,169,0,0,public,NA,NA,101 markham ave,Vacaville,95688,ca,operational,38.369793,-121.978951
34665,2016,eugene padan elementary,solano,118,117,0,0,public,NA,NA,200 padan school rd,Vacaville,95687,ca,operational,38.33984,-121.983925
34677,2016,fairmont charter elementary,solano,114,113,0,0,charter,NA,NA,1355 marshall rd,Vacaville,95687,ca,operational,38.346172,-121.96624
34711,2016,hemlock elementary,solano,59,58,0,0,public,NA,NA,400 hemlock st,Vacaville,95688,ca,operational,38.365627,-122.002403
34583,2016,annie pennycook elementary,solano,117,116,0,0,public,NA,NA,3620 fernwood dr,Vallejo,94591,ca,operational,38.099346,-122.210434
34597,2016,beverly hills elementary,solano,62,61,0,0,public,NA,NA,1450 coronel ave,vallejo,94591,ca,closed_permanently,38.087209,-122.22469100000001
34737,2016,johnston cooper elementary,solano,107,106,0,0,public,NA,NA,612 del mar ave,Vallejo,94589,ca,operational,38.126656,-122.23951
34638,2016,dan mini elementary,solano,107,106,0,0,public,NA,NA,1530 lorenzo dr,Vallejo,94589,ca,operational,38.150452,-122.258652
34613,2016,cave language academy,solano,70,69,1,0,public,NA,NA,770 tregaskis ave,Vallejo,94591,ca,operational,38.107533,-122.222488
34771,2016,mare island health and fitness academy,solano,39,37,0,0,public,NA,NA,400 rickover st,Vallejo,94592,ca,closed_permanently,38.095356,-122.273941
34685,2016,federal terrace elementary,solano,102,101,0,0,public,NA,NA,415 daniels ave,Vallejo,94590,ca,operational,38.123085,-122.268578
34714,2016,highland elementary,solano,116,115,0,0,public,NA,NA,1309 ensign ave,Vallejo,94590,ca,operational,38.114368,-122.233124
34763,2016,lincoln elementary,solano,47,45,0,0,public,NA,NA,620 carolina st,Vallejo,94590,ca,operational,38.104321,-122.253868
34767,2016,loma vista environmental science academy,solano,47,45,0,0,public,NA,NA,146 rainier ave,Vallejo,94589,ca,NA,38.150784,-122.243347
34873,2016,steffan manor elementary,solano,81,78,0,0,public,NA,NA,815 cedar st,Vallejo,94591,ca,operational,38.100945,-122.224617
34951,2016,alexander valley elementary,sonoma,24,22,1,0,public,NA,NA,8511 california 128,Healdsburg,95448,ca,operational,38.655167,-122.793289
4991,2013,ferndale elementary,humboldt,36,27,0,0,public,NA,NA,164 shaw ave,Ferndale,95536,ca,operational,40.577339,-124.267517
34973,2016,bellevue elementary,sonoma,71,70,0,0,public,NA,NA,3223 primrose ave,Santa Rosa,95407,ca,operational,38.39756,-122.735397
35198,2016,kawana elementary,sonoma,56,55,0,0,public,NA,NA,2121 moraga dr,Santa Rosa,95404,ca,operational,38.420837,-122.700424
35572,2016,yulupa elementary,sonoma,183,181,0,0,public,NA,NA,2250 mesquite dr,Santa Rosa,95405,ca,operational,38.429401,-122.673203
4991,2014,ferndale elementary,humboldt,32,31,0,0,public,NA,NA,164 shaw ave,Ferndale,95536,ca,operational,40.577339,-124.267517
35033,2016,cinnabar charter,sonoma,33,31,0,0,charter,NA,NA,286 skillman ln,Petaluma,94952,ca,operational,38.25843,-122.665535
35187,2016,jefferson elementary,sonoma,139,138,0,0,public,NA,NA,315 n st,Cloverdale,95425,ca,operational,38.811485,-123.026047
35192,2016,john reed primary,sonoma,104,103,0,0,public,NA,NA,390 arlen dr,Rohnert Park,94928,ca,operational,38.340672,-122.705963
4991,2015,ferndale elementary,humboldt,48,40,1,0,public,NA,NA,164 shaw ave,Ferndale,95536,ca,operational,40.577339,-124.267517
35100,2016,forestville elementary,sonoma,36,34,0,0,public,NA,NA,6321 california 116,Forestville,95436,ca,NA,38.473763,-122.887054
35115,2016,geyserville elementary,sonoma,21,19,0,0,public,NA,NA,21485 geyserville ave,Geyserville,95441,ca,operational,38.71027,-122.911858
35130,2016,gravenstein elementary,sonoma,92,90,1,0,public,NA,NA,3840 twig ave,Sebastopol,95472,ca,operational,38.360935,-122.784821
35138,2016,guerneville elementary,sonoma,31,29,1,0,public,NA,NA,14630 armstrong woods rd,Guerneville,95446,ca,NA,38.51104,-122.996483
35147,2016,harmony elementary,sonoma,44,32,5,0,public,NA,NA,1935 bohemian hwy,Occidental,95465,ca,operational,38.38866,-122.930733
35152,2016,healdsburg elementary,sonoma,81,79,0,0,public,NA,NA,400 1st st,Healdsburg,95448,ca,operational,38.613033,-122.861298
35200,2016,kenwood elementary,sonoma,20,19,0,0,public,NA,NA,230 randolph ave,Kenwood,95452,ca,operational,38.415573,-122.554115
35261,2016,mark west elementary,sonoma,85,83,0,0,public,NA,NA,4600 lavell rd,Santa Rosa,95403,ca,operational,38.502514,-122.759422
35417,2016,san miguel elementary,sonoma,82,80,0,0,charter,NA,NA,5350 faught rd,Santa Rosa,95403,ca,operational,38.513687,-122.759422
35324,2016,oak grove elementary,sonoma,68,60,6,0,public,NA,NA,8760 bower st,Sebastopol,95472,ca,operational,38.432411,-122.864059
35213,2016,la tercera elementary,sonoma,93,74,0,0,public,NA,NA,1600 albin way,Petaluma,94954,ca,operational,38.24649,-122.609024
35328,2016,old adobe elementary charter,sonoma,69,63,0,0,charter,NA,NA,2856 adobe rd,Petaluma,94954,ca,operational,38.262039,-122.598038
35264,2016,mary collins charter school at cherry valley,sonoma,51,50,0,0,charter,NA,NA,1001 cherry st,Petaluma,94952,ca,operational,38.243793,-122.655647
35127,2016,grant elementary,sonoma,51,48,2,0,public,NA,NA,200 grant ave,Petaluma,94952,ca,operational,38.220745,-122.630135
35270,2016,mcdowell elementary,sonoma,36,34,0,0,public,NA,NA,421 s mcdowell blvd,Petaluma,94954,ca,operational,38.247112,-122.620331
35271,2016,mckinley elementary,sonoma,41,39,0,0,public,NA,NA,110 ellis st,Petaluma,94952,ca,operational,38.244114,-122.633751
35272,2016,mcnear elementary,sonoma,52,50,2,0,public,NA,NA,605 sunnyslope ave,Petaluma,94952,ca,operational,38.223305,-122.636459
35341,2016,penngrove elementary,sonoma,69,66,3,0,charter,NA,NA,365 adobe rd,Penngrove,94951,ca,operational,38.300098,-122.667992
35526,2016,valley vista elementary,sonoma,45,43,0,0,public,NA,NA,730 n webster st,Petaluma,94952,ca,operational,38.232166,-122.653336
35254,2016,madrone elementary,sonoma,85,83,2,0,public,NA,NA,4550 rinconada dr,Santa Rosa,95409,ca,operational,38.468639,-122.674011
35475,2016,spring creek matanzas charter,sonoma,102,100,1,0,charter,NA,NA,1687 yulupa ave,Santa Rosa,95405,ca,closed_permanently,38.43697,-122.670303
35542,2016,whited elementary charter,sonoma,63,62,0,0,charter,NA,NA,4995 sonoma hwy,Santa Rosa,95409,ca,operational,38.465691,-122.662712
35437,2016,sequoia elementary,sonoma,53,52,0,0,public,NA,NA,5305 dupont dr,Santa Rosa,95409,ca,operational,38.469788,-122.652885
35530,2016,village elementary charter,sonoma,53,51,1,0,charter,NA,NA,2590 piner rd,Santa Rosa,95401,ca,operational,38.465961,-122.772827
35408,2016,roseland elementary,sonoma,75,74,0,0,public,NA,NA,950 sebastopol rd,Santa Rosa,95407,ca,NA,38.428699,-122.730553
35439,2016,sheppard elementary,sonoma,92,90,0,0,public,NA,NA,1777 w ave,Santa Rosa,95407,ca,operational,38.420414,-122.728348
34997,2016,brook hill elementary,sonoma,76,74,0,0,public,NA,NA,1850 vallejo st,Santa Rosa,95404,ca,operational,38.437584,-122.692368
35250,2016,luther burbank elementary,sonoma,58,57,0,0,public,NA,NA,203 s a st,Santa Rosa,95401,ca,operational,38.435291,-122.716064
34940,2016,abraham lincoln elementary,sonoma,44,42,0,0,public,NA,NA,850 w 9th st,Santa Rosa,95401,ca,operational,38.440746,-122.736839
35186,2016,james monroe elementary,sonoma,89,87,0,0,public,NA,NA,2567 marlow rd,Santa Rosa,95403,ca,operational,38.456413,-122.754486
35372,2016,proctor terrace elementary,sonoma,83,81,0,0,public,NA,NA,1711 bryden ln,Santa Rosa,95404,ca,operational,38.451939,-122.697311
35496,2016,steele lane elementary,sonoma,62,61,0,0,public,NA,NA,301 ste ele ln,Santa Rosa,95403,ca,operational,38.461136,-122.720612
5108,2014,new life christian school,humboldt,10,9,0,0,private,NA,NA,1202 ross hill rd,Fortuna,95540,ca,operational,40.576996,-124.146294
35338,2016,park side elementary,sonoma,69,68,0,0,public,NA,NA,7450 bodega ave,Sebastopol,95472,ca,operational,38.400364,-122.829956
35078,2016,dunbar elementary,sonoma,42,40,0,0,public,NA,NA,11700 dunbar rd,Glen Ellen,95442,ca,operational,38.387066,-122.526115
35088,2016,el verano elementary,sonoma,80,78,0,0,public,NA,NA,18606 riverside dr,Sonoma,95476,ca,operational,38.306168,-122.485291
35099,2016,flowery elementary,sonoma,61,60,1,0,public,NA,NA,17600 sonoma hwy,Sonoma,95476,ca,operational,38.319363,-122.487137
35371,2016,prestwood elementary,sonoma,61,60,0,0,public,NA,NA,343 e macarthur st,Sonoma,95476,ca,operational,38.283142,-122.452736
35433,2016,sassarini elementary,sonoma,75,74,0,0,public,NA,NA,652 5th street w,Sonoma,95476,ca,operational,38.290253,-122.468025
35518,2016,two rock elementary,sonoma,38,35,0,0,public,NA,NA,5001 spring hill rd,Petaluma,94952,ca,operational,38.254803,-122.779175
35539,2016,west side elementary,sonoma,40,38,0,0,public,NA,NA,1201 felta rd,Healdsburg,95448,ca,operational,38.580025,-122.883354
35547,2016,wilson elementary,sonoma,66,59,1,0,public,NA,NA,3775 bodega ave,Petaluma,94952,ca,NA,38.244366,-122.686012
35006,2016,cali calmecac language academy,sonoma,144,143,0,0,charter,NA,NA,9491 starr rd,Windsor,95492,ca,operational,38.550087,-122.826607
35542,2016,wright charter,sonoma,56,55,0,0,charter,NA,NA,4995 sonoma hwy,Santa Rosa,95409,ca,operational,38.465691,-122.662712
5111,2013,norman g. ambrosini elementary,humboldt,82,77,1,0,public,NA,NA,3850 rohnerville rd,Fortuna,95540,ca,operational,40.580002,-124.132149
35626,2016,carroll fowler elementary,stanislaus,108,107,0,0,public,NA,NA,2611 garrison st,Ceres,95307,ca,operational,37.599163,-120.946396
35630,2016,caswell elementary,stanislaus,80,78,0,0,public,NA,NA,1800 n central ave,Ceres,95307,ca,operational,37.602489,-120.955719
35694,2016,don pedro elementary,stanislaus,94,92,0,0,public,NA,NA,2300 don pedro rd,Ceres,95307,ca,operational,37.582191,-120.955002
5111,2014,norman g. ambrosini elementary,humboldt,83,80,0,0,public,NA,NA,3850 rohnerville rd,Fortuna,95540,ca,operational,40.580002,-124.132149
36083,2016,walter white elementary,stanislaus,93,91,0,0,public,NA,NA,2904 6th st,Ceres,95307,ca,operational,37.591663,-120.950554
36097,2016,westport elementary,stanislaus,56,55,0,0,public,NA,NA,5218 s carpenter rd,Modesto,95358,ca,operational,37.561752,-121.029572
5111,2015,norman g. ambrosini elementary,humboldt,85,77,0,0,public,NA,NA,3850 rohnerville rd,Fortuna,95540,ca,operational,40.580002,-124.132149
35711,2016,empire elementary,stanislaus,50,49,0,0,public,NA,NA,5201 1st st,Empire,95319,ca,operational,37.640099,-120.899696
35763,2016,hart-ransom elementary,stanislaus,122,117,2,0,public,NA,NA,3930 shoemake ave,Modesto,95358,ca,operational,37.666786,-121.066437
35771,2016,hickman elementary,stanislaus,43,41,0,0,charter,NA,NA,13306 4th st,Hickman,95323,ca,operational,37.620625,-120.748695
35779,2016,hughson elementary,stanislaus,168,166,0,0,public,NA,NA,7201 e whitmore ave,Hughson,95326,ca,operational,37.595287,-120.863892
35807,2016,keyes elementary,stanislaus,111,108,0,0,public,NA,NA,4400 maud ave,Keyes,95328,ca,operational,37.552361,-120.908707
35820,2016,knights ferry elementary,stanislaus,20,19,0,0,public,NA,NA,12726 dent st,Knights Ferry,95361,ca,operational,37.820724,-120.672958
35706,2016,elihu beard elementary,stanislaus,43,41,0,0,public,NA,NA,915 bowen ave,Modesto,95350,ca,operational,37.675415,-121.003944
35608,2016,bret harte elementary,stanislaus,121,120,0,0,public,NA,NA,909 glenn ave,Modesto,95358,ca,operational,37.60239,-121.005913
35612,2016,burbank elementary,stanislaus,131,130,0,0,public,NA,NA,1135 paradise rd,Modesto,95351,ca,operational,37.619347,-121.025146
35704,2016,el vista elementary,stanislaus,76,74,0,0,public,NA,NA,450 el vista ave,Modesto,95354,ca,operational,37.644814,-120.956345
35714,2016,enslen elementary,stanislaus,48,46,0,0,public,NA,NA,515 coldwell ave,Modesto,95354,ca,operational,37.653507,-120.999947
35632,2016,catherine everett elementary,stanislaus,48,46,0,0,public,NA,NA,1530 mt vernon dr,Modesto,95350,ca,operational,37.676624,-121.017708
35721,2016,fairview elementary,stanislaus,123,122,0,0,public,NA,NA,1937 w whitmore ave,Modesto,95358,ca,closed_permanently,37.596394,-121.0224
35731,2016,franklin elementary,stanislaus,123,122,0,0,public,NA,NA,120 s emerald ave,Modesto,95351,ca,operational,37.637482,-121.020355
35794,2016,john fremont elementary,stanislaus,82,80,0,0,public,NA,NA,1220 w orangeburg ave,Modesto,95350,ca,operational,37.663719,-121.011154
36103,2016,william garrison elementary,stanislaus,64,62,0,0,public,NA,NA,1811 teresa st,Modesto,95350,ca,operational,37.665936,-121.024506
35796,2016,john muir elementary,stanislaus,73,71,0,0,public,NA,NA,1215 lucerne ave,Modesto,95350,ca,operational,37.653198,-120.976898
35790,2016,james marshall elementary,stanislaus,122,121,0,0,public,NA,NA,515 sutter ave,Modesto,95351,ca,operational,37.622818,-121.012367
35911,2016,orville wright elementary,stanislaus,42,40,0,0,public,NA,NA,1602 monterey ave,Modesto,95354,ca,operational,37.626663,-120.970062
35962,2016,robertson road elementary,stanislaus,48,46,0,0,public,NA,NA,1821 robertson rd,Modesto,95351,ca,operational,37.613899,-121.019714
35966,2016,rose avenue elementary,stanislaus,49,47,1,0,public,NA,NA,1120 rose ave,Modesto,95355,ca,operational,37.658855,-120.965042
35985,2016,shackelford elementary,stanislaus,88,86,0,0,public,NA,NA,100 school ave,Modesto,95351,ca,operational,37.612774,-120.992714
36047,2016,tuolumne elementary,stanislaus,73,71,0,0,public,NA,NA,707 herndon rd,Modesto,95351,ca,operational,37.619511,-120.976891
36104,2016,wilson elementary,stanislaus,47,45,0,0,public,NA,NA,201 wilson ave,Modesto,95354,ca,NA,37.640648,-120.977951
35657,2016,cloverland elementary,stanislaus,83,81,0,0,public,NA,NA,201 e johnson st,Oakdale,95361,ca,operational,37.771599,-120.838501
5143,2013,redwood preparatory charter,humboldt,20,18,0,0,charter,NA,NA,1480 ross hill rd,Fortuna,95540,ca,operational,40.571072,-124.139824
35719,2016,fair oaks elementary,stanislaus,122,121,1,0,public,NA,NA,151 n lee ave,Oakdale,95361,ca,operational,37.763638,-120.865326
35754,2016,grayson elementary,stanislaus,47,45,0,0,public,NA,NA,301 howard rd,westley,95387,ca,operational,37.544499,-121.198451
35826,2016,las palmas elementary,stanislaus,98,96,0,0,public,NA,NA,624 w las palmas ave,Patterson,95363,ca,operational,37.468353,-121.13488
35890,2016,northmead elementary,stanislaus,164,162,0,0,public,NA,NA,625 l st,Patterson,95363,ca,operational,37.47636,-121.138458
5143,2014,redwood preparatory charter,humboldt,22,21,0,0,charter,NA,NA,1480 ross hill rd,Fortuna,95540,ca,operational,40.571072,-124.139824
35617,2016,california avenue elementary,stanislaus,162,160,0,0,public,NA,NA,3800 california st,Riverbank,95367,ca,operational,37.728519,-120.925774
35975,2016,salida elementary,stanislaus,68,67,0,0,public,NA,NA,4519 finney rd,Salida,95368,ca,operational,37.704262,-121.088326
5143,2015,redwood preparatory charter,humboldt,22,21,0,0,charter,NA,NA,1480 ross hill rd,Fortuna,95540,ca,operational,40.571072,-124.139824
35799,2016,josephine chrysler elementary,stanislaus,140,139,0,0,public,NA,NA,2818 conant ave,Modesto,95350,ca,operational,37.681149,-121.039604
36020,2016,stanislaus elementary,stanislaus,67,66,0,0,public,NA,NA,1931 kiernan ave,Modesto,95356,ca,operational,37.712372,-121.028496
35989,2016,sherwood elementary,stanislaus,105,103,0,0,public,NA,NA,819 e rumble rd,Modesto,95350,ca,operational,37.682957,-120.983688
36019,2016,standiford elementary,stanislaus,75,73,0,0,public,NA,NA,605 tokay ave,Modesto,95350,ca,operational,37.673298,-120.98584
36035,2016,sylvan elementary,stanislaus,45,43,0,0,public,NA,NA,2908 coffee rd,Modesto,95355,ca,operational,37.680637,-120.975082
36106,2016,woodrow elementary,stanislaus,64,63,0,0,public,NA,NA,800 woodrow ave,Modesto,95350,ca,operational,37.685139,-121.005196
35675,2016,crowell elementary,stanislaus,122,121,0,0,public,NA,NA,118 n ave,Turlock,95382,ca,operational,37.509075,-120.84774
